node	country
root	GIN
n0	GIN
n34	GIN
n00	GIN
510	GIN
n3434	GIN
n769	GIN
n1	GIN
n22	GIN
n35	GIN
n761	GIN
n769769	GIN
n778778	GIN
n11	GIN
149	GIN
n3	GIN
n3333	GIN
n3535	GIN
n3838	GIN
n761761	GIN
n762762	GIN
n770	GIN
n778	GIN
n779	GIN
390	GIN
n2	GIN
461	GIN
n33	GIN
n31	GIN
508	GIN
509	GIN
n36	GIN
n38	GIN
n39	GIN
n759759	GIN
391	GIN
n762	GIN
n763	GIN
n768768	GIN
n770770	GIN
374	GIN
375	GIN
388	GIN
n779779	GIN
396	GIN
482	GIN
472	GIN
n4	GIN
n44	GIN
492	GIN
n3131	GIN
386	GIN
n3636	GIN
385	GIN
442	GIN
n3939	GIN
443	GIN
n760	GIN
n760760	GIN
379	GIN
380	GIN
n763763	GIN
n768	GIN
412	GIN
413	GIN
389	LBR
n771	GIN
397	GIN
392	GIN
473	GIN
476	GIN
n5	GIN
n3030	GIN
n32	GIN
463	GIN
382	GIN
n37	GIN
387	GIN
n40	GIN
395	GIN
441	GIN
394	GIN
393	GIN
n764	GIN
n765	GIN
408	GIN
411	GIN
n771771	GIN
376	GIN
481	GIN
n55	GIN
480	GIN
478	GIN
467	GIN
n3232	GIN
384	GIN
n3737	GIN
n4040	SLE
377	GIN
n764764	GIN
425	GIN
n765765	GIN
n766	GIN
378	GIN
n772	GIN
n6	GIN
n2929	GIN
449	GIN
505	GIN
383	GIN
381	GIN
n41	SLE
n4646	SLE
420	GIN
419	GIN
432	GIN
417	GIN
n766766	GIN
302	GIN
n772772	GIN
n774	GIN
n66	GIN
477	GIN
n30	GIN
490	GIN
n4141	SLE
n45	SLE
914	SLE
n47	SLE
n767	GIN
n767767	GIN
n773	GIN
399	GIN
n774774	GIN
n776	GIN
n7	GIN
n1010	GIN
498	GIN
469	GIN
n42	LBR
n4444	SLE
n4545	SLE
431	SLE
n4747	SLE
921	SLE
515	GIN
514	GIN
418	GIN
416	GIN
398	GIN
n773773	GIN
n775	GIN
n775775	GIN
421	GIN
n776776	GIN
507	GIN
n77	GIN
n1111	GIN
144	GIN
n4242	GIN
n4242	SLE
n4343	LBR
415	GIN
919	SLE
n46	SLE
917	SLE
