node	GIN	LBR	SLE
root	0.9958705566707429	0.0011001135442404658	0.0030293297850167316
n0	0.9999876436689397	3.291811672674923e-06	9.064519387690092e-06
n34	0.9999998841733257	3.426711896837051e-08	8.15595552347434e-08
n00	0.9999878465100527	3.2377734014801217e-06	8.915716545932483e-06
510	1.0	0.0	0.0
n3434	0.9999999869511487	3.857655675424532e-09	9.191195654971914e-09
n769	0.9999134581666265	8.606118512048894e-05	4.806482530533975e-07
n1	0.999987642336333	3.2921666505694665e-06	9.065497016457266e-06
n22	0.9999924162867619	2.0203521817196212e-06	5.563361056371842e-06
n35	0.9999999912987135	2.5610994643760574e-09	6.140186910925754e-09
n49	0.9999980768401289	2.343784599321558e-07	1.6887814112402448e-06
n769769	0.9999998010790193	1.9781392586154373e-07	1.107054778755799e-09
389	0.0	1.0	0.0
n11	0.9999999947229965	1.4058291873949506e-09	3.87117426526913e-09
149	1.0	0.0	0.0
n3	0.999999348805216	1.7348266729645203e-07	4.777121167092057e-07
492	1.0	0.0	0.0
n3535	0.999999429146375	1.5227167839446425e-07	4.1858194668084926e-07
n4040	0.9999903248153015	2.5775504188523e-06	7.097634279734747e-06
n4949	0.9999998325587199	3.397144170588318e-08	1.3346983832029551e-07
n50	0.9998278687719092	5.659145864436867e-07	0.00017156531350426437
n770	0.9999999995679004	1.2987537994611163e-10	3.0222419450967607e-10
n772772	0.9999999978128487	2.173183058149334e-09	1.3968248484777119e-11
n2	0.9999999999696978	8.07269347392249e-12	2.2229445447194774e-11
472	1.0	0.0	0.0
n33	0.9999976630655415	6.225750460506043e-07	1.7143594123498068e-06
n5	0.9999962029458969	1.0115607328193884e-06	2.7854933703772716e-06
n36	0.9999978370373872	5.762280362650034e-07	1.5867345764905992e-06
n3737	0.9999966610130889	8.895291250836589e-07	2.449457785937292e-06
n41	0.999986858728979	3.500923790851313e-06	9.640347230116963e-06
n42	0.9999999274450525	1.9329126138023752e-08	5.322582132937474e-08
443	1.0	0.0	0.0
387	1.0	0.0	0.0
n5050	0.0002610993084223413	0.0001531325212023822	0.9995857681703753
377	1.0	0.0	0.0
388	1.0	0.0	0.0
n770770	0.9999999996491975	9.979457186022137e-11	2.5100793727362037e-10
390	1.0	0.0	0.0
n773	0.9999999999934547	6.06822666018759e-12	4.772336843288095e-13
482	1.0	0.0	0.0
461	1.0	0.0	0.0
n4	0.9999999994113191	1.5682853810448083e-10	4.3185232387717147e-10
505	1.0	0.0	0.0
n55	0.9999999175780628	2.1957758030209248e-08	6.046417920545264e-08
n6	0.9999997488117824	6.691822935299227e-08	1.84269988135549e-07
n3636	0.9999998633832677	3.63956193389519e-08	1.0022111303213153e-07
394	1.0	0.0	0.0
n38	0.9999999832223074	4.469690465870294e-09	1.2308002099896064e-08
386	1.0	0.0	0.0
391	1.0	0.0	0.0
n4141	0.9999999999933844	1.7624756292483955e-12	4.853256943631548e-12
n4242	0.9999999413968423	1.5612275460114652e-08	4.29908821887487e-08
413	1.0	0.0	0.0
n51	7.805082006575863e-08	3.7723271221888476e-08	0.9999998842259087
n762762	0.0002605608922140013	0.00015685367843690514	0.9995825854293491
n771	0.9999999997303297	7.184197314015884e-11	1.978282377151926e-10
n772	0.9999999711637756	7.682363363025115e-09	2.115386104400274e-08
n773773	0.9999999998422366	4.381896472782138e-11	1.1394445153347269e-10
n779779	0.999999952221639	1.2728583151195502e-08	3.504977781872462e-08
467	1.0	0.0	0.0
n44	0.9999999998326006	4.45963379398264e-11	1.22803109743305e-10
508	1.0	0.0	0.0
509	1.0	0.0	0.0
n66	0.9999999728558719	7.231378138504881e-09	1.9912749884003696e-08
n7	0.9999999998483265	4.040682619835707e-11	1.1126662280480986e-10
n37	0.999999476684286	1.394148233910471e-07	3.839008905285442e-07
441	1.0	0.0	0.0
n3838	0.9999995250023326	1.265425710344216e-07	3.484550964084079e-07
n39	0.9999999998732512	3.376676637445049e-11	9.298216149256338e-11
379	1.0	0.0	0.0
380	1.0	0.0	0.0
408	1.0	0.0	0.0
n43	0.999999695794914	8.104227947953878e-08	2.2316280661046274e-07
n5151	1.402138599759504e-08	2.0366970823734561e-10	0.9999999857749443
422	0.0	0.0	1.0
n763	0.00028308165291344897	0.0024212738651958263	0.9972956444818907
n766766	0.00016643966376385198	1.7841201906532153e-06	0.9998317762160455
n771771	0.9999999953887521	1.2284674277529917e-09	3.382780451676328e-09
392	1.0	0.0	0.0
376	1.0	0.0	0.0
378	1.0	0.0	0.0
n774	0.9999999918753472	2.1662038291211137e-09	5.958448946312087e-09
n778778	0.9999996617012773	9.012505554200735e-08	2.481736671627596e-07
374	1.0	0.0	0.0
375	1.0	0.0	0.0
449	1.0	0.0	0.0
463	1.0	0.0	0.0
476	1.0	0.0	0.0
473	1.0	0.0	0.0
n77	0.9999999999999608	1.0451319308217496e-14	2.877937061427517e-14
469	1.0	0.0	0.0
395	1.0	0.0	0.0
393	1.0	0.0	0.0
383	1.0	0.0	0.0
385	1.0	0.0	0.0
442	1.0	0.0	0.0
n3939	0.9999999999364503	1.6930064059963248e-11	4.6619624108631936e-11
n4343	0.9999996605342875	9.043594732657315e-08	2.4902976516248606e-07
n4444	0.9999999996482529	9.370777624168253e-11	2.5803926647822713e-10
n52	2.668677015471016e-08	1.3538412984946302e-10	0.9999999731778458
n761761	5.263582593269082e-10	1.0876946253556422e-10	0.9999999993648722
n763763	0.0035657477374718576	5.938643446999502e-05	0.9963748658280582
n766	1.0209384576139155e-05	0.9660341737094383	0.03395561690598556
n767	0.48218792911369684	7.061384951619121e-06	0.5178050095013516
n768	0.00013429566641127855	1.314406332727065e-06	0.9998643899272559
397	1.0	0.0	0.0
396	1.0	0.0	0.0
399	1.0	0.0	0.0
n774774	0.9999999988772774	2.99100833764181e-10	8.236217054103834e-10
398	1.0	0.0	0.0
n779	0.9999999999983867	4.2979677047982707e-13	1.1835137681033465e-12
n8	0.9999999988415552	3.086174781097712e-10	8.498273128206162e-10
n88	0.9999999999997069	7.808472051360618e-14	2.1502192076429228e-13
n40	0.9999999973789035	6.982777214783066e-10	1.9228187698873888e-09
381	1.0	0.0	0.0
411	1.0	0.0	0.0
412	1.0	0.0	0.0
n45	0.9999999991975224	2.1378542861296784e-10	5.886921811137262e-10
n46	0.9999999999984168	4.2177690759973387e-13	1.1614298003807088e-12
n5252	0.0013356540940109474	3.4741823498492644e-06	0.9986608717236392
n5353	9.347884289728811e-11	5.882189748324226e-13	0.999999999905933
n762	9.014419038814548e-10	1.8638387726783223e-10	0.9999999989121743
899	0.0	0.0	1.0
n764	0.007564083758793131	3.5666332517619397e-05	0.9924002499086891
914	0.0	0.0	1.0
428	0.0	1.0	0.0
434	0.0	1.0	0.0
426	0.0	1.0	0.0
n767767	0.6053661022487187	6.754439010447923e-06	0.39462714331227094
431	0.0	0.0	1.0
921	0.0	0.0	1.0
n768768	6.843121630814522e-05	2.065445523423817e-08	0.9999315481292367
n775	0.999999999464499	1.4266104953296194e-10	3.9283989069896626e-10
n775775	0.9999999999995702	1.145069454899999e-13	3.1531308285806997e-13
400	1.0	0.0	0.0
401	1.0	0.0	0.0
498	1.0	0.0	0.0
490	1.0	0.0	0.0
n9	0.9999999738910422	6.9556018234933646e-09	1.915335593735514e-08
n99	0.9999999999996865	8.286911664518146e-14	2.306147543448056e-13
382	1.0	0.0	0.0
384	1.0	0.0	0.0
n4545	0.9999999999193733	2.1479516888561393e-11	5.914726615576881e-11
419	1.0	0.0	0.0
n4646	0.9999998196810216	4.8038187748808465e-08	1.3228079063233844e-07
n4747	0.9999999999988158	3.1548083675814623e-13	8.687266625030917e-13
454	1.0	0.0	0.0
n53	0.9999997315491159	1.1262458398393768e-08	2.57188425663867e-07
n54	1.6790283247728782e-08	4.217094827750514e-09	0.9999999789926219
n5757	5.311623724747322e-13	7.119833821628257e-14	0.9999999999993976
917	0.0	0.0	1.0
424	0.0	0.0	1.0
920	0.0	0.0	1.0
n764764	0.6669681297067529	1.3126916324708913e-05	0.3330187433769224
437	1.0	0.0	0.0
414	1.0	0.0	0.0
415	1.0	0.0	0.0
919	0.0	0.0	1.0
405	1.0	0.0	0.0
421	1.0	0.0	0.0
n776	0.9999999983662043	4.352541349014503e-10	1.1985414893629192e-09
n778	0.9999999999643053	9.509280443912983e-12	2.6185316190816634e-11
478	1.0	0.0	0.0
480	1.0	0.0	0.0
n10	0.9999999681219282	6.3846491313374716e-09	2.5493422629093065e-08
n1414	0.9999999999510936	1.302886816420584e-11	3.587750141729218e-11
418	1.0	0.0	0.0
432	1.0	0.0	0.0
425	1.0	0.0	0.0
n47	0.9999999211616216	2.1003073855045895e-08	5.783530448281284e-08
n48	0.9999999997009653	7.966483667979711e-11	2.193697988088875e-10
417	1.0	0.0	0.0
217	1.0	0.0	0.0
203	1.0	0.0	0.0
n5454	1.364907729861824e-10	2.8244990003161054e-11	0.9999999998352642
n56	1.863491847780961e-08	1.1861635299733119e-07	0.9999998627487284
n58	4.631868710438026e-09	1.0419963072511473e-09	0.9999999943261351
n731	4.343169685292698e-13	2.728066524391488e-13	0.9999999999992928
n765	0.6944300215836359	1.3107728607377338e-05	0.3055568706877568
315	1.0	0.0	0.0
n776776	0.9999999999918836	2.1623024617952752e-12	5.954243751412656e-12
406	1.0	0.0	0.0
404	1.0	0.0	0.0
402	1.0	0.0	0.0
477	1.0	0.0	0.0
n1010	0.9999924843768909	2.0095067053337324e-07	7.314672438573732e-06
481	1.0	0.0	0.0
n15	0.9999999924722109	2.005453481397933e-09	5.522335564492018e-09
515	1.0	0.0	0.0
514	1.0	0.0	0.0
302	0.9845765600462255	0.004108908063275481	0.011314531890499007
n4848	0.9999999998423013	4.2012006266209327e-11	1.1568674143172212e-10
n5555	2.3469769229986452e-08	4.854825284297512e-09	0.9999999716754054
901	0.0	0.0	1.0
n5656	1.071107407126091e-08	2.3097296614614774e-09	0.9999999869791962
n57	4.2542422258273174e-06	4.57586159222393e-05	0.9999499871418519
n5858	5.3616977432226664e-11	1.1093514930770213e-11	0.9999999999352895
n596596	5.50423504065727e-11	5.233867552791194e-08	0.9999999476062822
n731731	5.204910917018742e-15	3.3261721745492654e-16	0.9999999999999944
n751	3.137052766604079e-08	5.346553509324347e-06	0.999994622075963
n765765	0.6961845454453399	1.4096210582244049e-05	0.3038013583440778
275	1.0	0.0	0.0
n777	0.9999999999989476	2.8032994098587904e-13	7.719330801035191e-13
n777777	0.9999999925695636	1.9795181788426965e-09	5.450918155731084e-09
507	1.0	0.0	0.0
n1111	0.9971842710513954	1.752498185103465e-05	0.0027982039667537283
n1515	0.99999994934777	1.3494094409640398e-08	3.715813567254877e-08
144	1.0	0.0	0.0
420	1.0	0.0	0.0
416	1.0	0.0	0.0
942	0.0	0.0	1.0
968	0.0	0.0	1.0
926	0.0	0.0	1.0
925	0.0	0.0	1.0
910	0.0	0.0	1.0
766	0.0	1.0	0.0
n59	2.403097782153452e-10	4.97091374832079e-11	0.999999999709981
n5959	1.7083139305730852e-12	3.5339288658456827e-13	0.9999999999979382
n597	1.2585714138394278e-11	2.1719892330870425e-07	0.999999782788491
n730730	3.0493893963181293e-10	6.469302228035634e-11	0.999999999630368
n732	1.5467321213623172e-14	3.1994121791482807e-15	0.9999999999999812
n735	3.8075064384481284e-10	1.1132935182888775e-12	0.999999999618136
n751751	2.3680889376681024e-08	1.2127614684796517e-07	0.9999998550429638
n753753	2.074826822573306e-07	0.00613298844356365	0.9938668040737542
317	1.0	0.0	0.0
278	1.0	0.0	0.0
403	1.0	0.0	0.0
407	1.0	0.0	0.0
409	1.0	0.0	0.0
410	1.0	0.0	0.0
180	1.0	0.0	0.0
n12	0.9918576876319812	4.391043627708233e-05	0.008098401931741564
n16	0.9999999987935244	3.2141320801092387e-10	8.850623903151032e-10
n2929	0.9999805466453234	5.1825044301396555e-06	1.4270850246463537e-05
918	0.0	0.0	1.0
423	0.0	0.0	1.0
n60	6.351784380739505e-13	1.3138953218297945e-13	0.9999999999992335
956	0.0	0.0	1.0
941	0.0	0.0	1.0
n597597	7.329069701119666e-10	2.1776486860278e-05	0.9999782227802327
915	0.0	0.0	1.0
989	0.0	0.0	1.0
n732732	1.390572763662133e-09	2.876461088624456e-10	0.9999999983217812
n733	6.537311448191519e-12	1.3522717014011563e-12	0.9999999999921104
n735735	6.353191557220505e-08	1.5249537917123744e-10	0.999999936315589
n749749	2.537310316384182e-08	5.248507434435712e-09	0.9999999693783895
n752	1.0566627691322756e-07	2.325155750102628e-08	0.9999998710821655
959	0.0	0.0	1.0
n754	1.6854303534181511e-07	0.009931173845276543	0.990068657611688
966	0.0	0.0	1.0
145	1.0	0.0	0.0
n1212	0.0009217266430127296	5.153696884941756e-07	0.9990777579872988
n1616	0.9999999706090787	7.829938974121256e-09	2.1560982348369528e-08
n17	0.9999999999980465	5.204682071362289e-13	1.4331919909008212e-12
236	1.0	0.0	0.0
n30	0.9999989251192023	2.8635546868579615e-07	7.885253290095984e-07
n6060	1.561794581464268e-15	3.2073494928692495e-16	0.9999999999999981
n574	7.151800212448323e-10	1.4793814151173905e-10	0.9999999991368819
n598	1.0870052920366343e-07	1.8825374089927749e-07	0.9999997030457299
n598598	1.276736534685047e-07	0.007591817293659624	0.9924080550326869
911	0.0	0.0	1.0
933	0.0	0.0	1.0
n733733	2.1814353418751543e-10	4.512395211095816e-11	0.9999999997367325
996	0.0	0.0	1.0
n736	0.9999681124973968	7.673603685361412e-08	3.181076656616718e-05
n748748	5.0137042107151965e-08	2.3740170853866054e-10	0.9999999496255563
977	0.0	0.0	1.0
n750	1.0175271827774557e-08	2.1047990379124425e-09	0.9999999877199292
948	0.0	0.0	1.0
n752752	9.586904784042779e-13	1.9833884418456667e-13	0.9999999999988429
n754754	8.843206532284504e-08	9.36215454099616e-06	0.9999905494133938
n755	1.524534071617437e-07	0.991025350771627	0.008974496774965928
n13	0.0019614324318655094	1.1954611127934988e-05	0.9980266129570066
n1313	0.0008447395609613937	4.7562009430714335e-07	0.9991547848189444
232	1.0	0.0	0.0
231	1.0	0.0	0.0
n1717	0.9999999999264435	1.959595683456643e-11	5.396058395932972e-11
n29	0.9999999789051072	5.61982125639688e-09	1.54750716845483e-08
n3030	0.9999986502025223	3.595951199457488e-07	9.902023578134797e-07
165	1.0	0.0	0.0
n61	1.3043267041691638e-12	2.7611101124641928e-14	0.9999999999986681
n63	1.5442433247309628e-15	3.1943351988152473e-16	0.9999999999999981
1002	0.0	0.0	1.0
n574574	6.347945721980755e-13	1.3131005685705127e-13	0.999999999999234
947	0.0	0.0	1.0
939	0.0	0.0	1.0
n599	9.074197796184955e-39	1.0	5.354806916386919e-34
950	0.0	0.0	1.0
n734	1.1505592822455502e-08	2.379982617776491e-09	0.9999999861144245
n734734	4.7002107257192993e-07	9.722593176836051e-08	0.9999994327529957
n736736	0.999999556001505	1.0708142858806302e-09	4.4292768074973344e-07
n742	0.999999996518645	8.556236370356453e-10	2.625731311128198e-09
913	0.0	0.0	1.0
n749	5.125037070112467e-11	1.0592304821850906e-11	0.9999999999381575
944	0.0	0.0	1.0
n750750	5.929576113528254e-09	1.22655896956822e-09	0.999999992843865
n753	2.7997338066830615e-11	5.791377201780194e-12	0.9999999999662113
938	0.0	0.0	1.0
937	0.0	0.0	1.0
945	0.0	0.0	1.0
830	0.0	1.0	0.0
n755755	2.518765332257173e-09	0.9999255025051046	7.449497612999977e-05
179	1.0	0.0	0.0
1429	0.0	0.0	1.0
n14	1.699791836127018e-05	3.9614758564382586e-07	0.999982605934053
1221	0.0	0.0	1.0
n18	0.9999999267422821	1.951634837314059e-08	5.3741369398749316e-08
n28	0.9999999999536282	1.2353747504421117e-11	3.401800866639972e-11
153	1.0	0.0	0.0
154	1.0	0.0	0.0
n31	0.9999980162625587	5.284809868719973e-07	1.455256454367812e-06
n3333	0.9999999990968417	2.406074392435503e-10	6.625508535331585e-10
n6161	7.702911280254622e-09	1.331191602205862e-10	0.9999999921639695
n6262	2.629813594937372e-09	5.437603360069599e-10	0.9999999968264262
n6363	1.5580468132754046e-15	3.2228885468989736e-16	0.9999999999999981
n518	1.108551060534615e-13	2.293086758503061e-14	0.9999999999998663
n575	3.468814395322375e-10	7.175395559847104e-11	0.9999999995813645
n577	1.575296655929962e-15	3.258570478164161e-16	0.9999999999999981
886	0.0	1.0	0.0
873	0.0	1.0	0.0
n599599	2.5619582536670728e-08	0.9999999597873364	1.4593081242935974e-08
870	0.0	1.0	0.0
n600	2.6151480281231224e-07	0.9999995895246604	1.4896053666011e-07
440	0.0	1.0	0.0
n602	1.1645324543955945e-06	0.9999981721422673	6.633252783376123e-07
n602602	7.256960613382594e-11	0.9999999998862961	4.113423564767181e-11
n610	9.503227947697576e-08	0.9999998508397692	5.4127951382535194e-08
n621	1.301965469368859e-10	0.9999999997956426	7.416080196779834e-11
n630630	1.351048302783828e-08	0.9999999787938624	7.695654685217426e-09
n646	3.818978758831733e-11	0.9999999999400573	2.1752929657420255e-11
878	0.0	1.0	0.0
n700700	1.450493615860605e-13	0.9999999999997724	8.262106202673705e-14
856	0.0	1.0	0.0
n725725	5.295325652053066e-10	0.9999999991688422	3.0162520149422867e-10
1032	0.0	0.0	1.0
15	0.0	0.0	1.0
1063	0.0	0.0	1.0
1033	0.0	0.0	1.0
n737	0.9999926596873703	1.948217064748784e-06	5.392095565052058e-06
n738	0.9999999532356207	1.1976571097291004e-10	4.664461353712799e-08
n742742	0.9999999999922384	1.9171267381753195e-12	5.844516070216358e-12
n747	0.9999976207644948	6.338425684612932e-07	1.745392936863612e-06
900	0.0	0.0	1.0
916	0.0	0.0	1.0
930	0.0	0.0	1.0
936	0.0	0.0	1.0
433	0.0	0.0	1.0
964	0.0	0.0	1.0
n756	4.9389077916662995e-11	0.9999990395242649	9.604263457404293e-07
785	0.0	1.0	0.0
1500	0.0	0.0	1.0
1503	0.0	0.0	1.0
n1818	0.999999999947055	1.4104879445824815e-11	3.884002899159753e-11
n19	0.9999999984044519	4.250647398000588e-10	1.1704833692872952e-09
152	1.0	0.0	0.0
n2828	0.9999999999975512	6.523772684219396e-13	1.7964245718149503e-12
n3131	0.9999999979641857	5.42354601389106e-10	1.4934596585945774e-09
161	1.0	0.0	0.0
163	1.0	0.0	0.0
168	1.0	0.0	0.0
955	0.0	0.0	1.0
n62	0.000118408842769339	1.5275528870623017e-06	0.9998800636043437
988	0.0	0.0	1.0
1001	0.0	0.0	1.0
n64	8.44524928120419e-13	1.7469370594134312e-13	0.9999999999989808
n439	7.051847726213236e-13	1.4587058025249533e-13	0.9999999999991489
n518518	1.5867546829696712e-15	3.282272041450363e-16	0.9999999999999981
n570570	1.9239051535550965e-08	3.979682659009275e-09	0.9999999767812657
912	0.0	0.0	1.0
n575575	4.654943145744796e-10	9.628955191248793e-11	0.9999999994382162
n577577	9.073631552481467e-13	1.8769074342027384e-13	0.999999999998905
n584	1.7927946216290537e-12	3.708474741426578e-13	0.9999999999978363
889	0.0	1.0	0.0
324	0.0	1.0	0.0
n600600	4.5090235345045886e-08	0.9999999292260727	2.5683692023924205e-08
n601	3.18455315300534e-08	0.999999950015046	1.8139422380413988e-08
764	0.0	1.0	0.0
865	0.0	1.0	0.0
n603	1.5298946487818056e-12	0.9999999999979652	5.048833051415573e-13
831	0.0	1.0	0.0
815	0.0	1.0	0.0
n610610	4.660430753130326e-09	0.9999999952491382	9.043111297774349e-11
n621621	1.4495918075485398e-10	0.9999999997724711	8.256969443733653e-11
n629	4.502244527300712e-08	0.9999999293324764	2.5645078356925136e-08
n631	9.595426550943512e-12	0.9999999999849852	5.419283134587608e-12
718	0.0	1.0	0.0
n646646	8.315132718085858e-15	0.9999999999999875	4.1733864913801e-15
n691691	4.4775529516032816e-11	0.9999999999297201	2.5504433528378027e-11
n701	5.026843866441533e-13	0.999999999999211	2.863323039457637e-13
n707	1.2288893476473355e-13	0.9999999999998072	6.999833843165592e-14
n726	7.906295281789327e-12	0.9999999999875901	4.503477338580644e-12
805	0.0	1.0	0.0
n737737	0.9999965115783737	9.2918937583275e-07	2.559232250511898e-06
340	1.0	0.0	0.0
n738738	0.9999999694937238	1.8297452514755727e-10	3.032330164308631e-08
326	1.0	0.0	0.0
n743	0.9999999999905113	2.5218407340594005e-12	6.966971075410261e-12
n746	0.9999995808222707	1.1167174068897555e-07	3.075059887136159e-07
277	1.0	0.0	0.0
n747747	0.9999999892222009	2.8712779850113084e-09	7.90652125287435e-09
n756756	1.2050614648029854e-13	0.9999999990672357	9.326436825937405e-10
883	0.0	1.0	0.0
157	1.0	0.0	0.0
155	1.0	0.0	0.0
n1919	0.9999999999991053	2.383449004983217e-13	6.563205932323303e-13
n2121	0.9999996814717522	8.4858066027845e-08	2.3367018182264673e-07
234	1.0	0.0	0.0
147	1.0	0.0	0.0
n32	0.9999998592450289	3.7498070355842815e-08	1.0325690094295812e-07
n3232	0.9999999999989235	2.868045209386857e-13	7.897618658114229e-13
907	0.0	0.0	1.0
475	1.0	0.0	0.0
n6464	5.3581457564498416e-08	1.1083560804431778e-08	0.9999999353349817
n68	1.3686686080664285e-13	2.831151377388491e-14	0.9999999999998348
n439439	7.454289853375136e-10	1.5419527313957197e-10	0.9999999991003757
n454454	3.1939352277321e-14	6.60679587884906e-15	0.9999999999999615
n519	1.5798322111143683e-13	3.267952603119881e-14	0.9999999999998094
n525	4.2757829427142706e-12	8.844645589396164e-13	0.9999999999948398
n571	2.9720617397304132e-09	6.147840783758957e-10	0.9999999964131542
n573573	1.2052535264016417e-12	2.493120073963682e-13	0.9999999999985455
927	0.0	0.0	1.0
n576	2.3664590107542879e-07	4.895124830323595e-08	0.9999997144028507
984	0.0	0.0	1.0
n578	1.9120735622276883e-12	3.9528115329306763e-13	0.9999999999976926
1006	0.0	0.0	1.0
n584584	2.3979011895554504e-15	4.960164363850077e-16	0.9999999999999971
719	0.0	1.0	0.0
10	0.0	1.0	0.0
n601601	6.786980815567214e-09	0.9999999893471105	3.865908521110933e-09
817	0.0	1.0	0.0
n603603	3.8218632318703777e-10	0.9999999995057554	1.120582164904947e-10
n609	2.6990236295639127e-09	0.999999995763595	1.537381372488291e-09
n611	4.728220536894602e-12	0.9999999999951478	1.2407373858868127e-13
n614	0.0002641860782127224	0.9997330240644311	2.7898573562799144e-06
759	0.0	1.0	0.0
n622	1.2309026575781515e-08	0.9999999806796717	7.011301787791745e-09
n629629	3.9930545238283384e-08	0.9999999373247558	2.2744698899872195e-08
828	0.0	1.0	0.0
n631631	7.667349813531398e-10	0.9999999992046672	2.8597789774241894e-11
n633	4.8295439348317156e-12	0.9999999999924195	2.7509331487332235e-12
n647	1.2018504115732058e-09	0.9999999981135682	6.845812932231306e-10
n648648	8.628726823590952e-12	0.999999999991002	3.694021883058292e-13
n692	4.9053240955434496e-08	0.9999999230057132	2.794104585690859e-08
n695	7.678513412335224e-13	0.9999999999987949	4.373731300422642e-13
n701701	1.303626610424646e-10	0.9999999997953819	7.42554216453375e-11
n706706	2.559241979420679e-07	0.9999995982997103	1.457760916773764e-07
n707707	1.586268801923858e-13	0.9999999999997511	9.035490514521778e-14
n719719	1.0141385841598958e-08	0.9999999840820145	5.77659949339854e-09
n726726	1.4382339268523708e-07	0.9999997742538652	8.192274214797143e-08
n728	1.4191817862551636e-13	0.9999999999997772	8.083751979827498e-14
262	1.0	0.0	0.0
263	1.0	0.0	0.0
n739	0.9999999561036814	3.874125424686474e-09	4.002219311773756e-08
373	1.0	0.0	0.0
n743743	0.9999999999586114	1.1025305145043176e-11	3.036342094645935e-11
282	1.0	0.0	0.0
n746746	0.9999933182970143	1.7800505760243331e-06	4.9016524095106224e-06
348	1.0	0.0	0.0
n748	0.9999999902632616	2.5939324504803503e-09	7.142806092997258e-09
281	1.0	0.0	0.0
n757	3.3884671787460376e-07	0.9999994680687233	1.930845588119876e-07
n758	7.179886512209692e-15	0.9999999999998745	1.1826210154467722e-13
172	1.0	0.0	0.0
