	type	mu	lambda	psi	p	R_naught	infectious_time	incubation_period	mu_error	lambda_error	psi_error	p_error	R_naught_error	infectious_time_error	incubation_period_error
27	PhyloDeep	0.1021741801976333	0.2705147850246065	0.1468862123708715		1.8416622	6.80799091935947	9.78720845193689	0.007126483407123296	0.10768663266055438	0.20926525900441265		-0.08400028495608024	-0.17305157610886882	-0.007076056011370869
28	PhyloDeep	0.1010907645323718	0.8461270985530903	0.2172342106847337		3.8949993	4.60332650574671	9.8921004764958	-0.371287577367758	0.4429655848191436	0.10989190889457086		0.3000955978283571	-0.0990113613892555	0.5905523161341095
28	PyBDEI	0.1088401132781948	0.7848837713965284	0.2033824835916552		3.859151277611461	4.916844274592337	9.18778904101289	-0.323092157673921	0.33852263110940195	0.03912073626773584		0.2881300357040734	-0.03764792184616399	0.47730597501082145
28	BEAST2	0.109363360396118	0.7902981537642887	0.2053405316363172		3.8487197216573	4.86995914557736	9.14383022227887	-0.3198379339605423	0.3477561935766598	0.049124785239336874		0.28464813007844086	-0.04682453977877377	0.4702378299674058
29	PhyloDeep	0.0310878632242432	0.3646280624531306	0.1282796661640118		2.8424463	7.79546774561645	32.1668939671663	0.036123445193355454	-0.10677643934368923	-0.03961565804674083		-0.06993114981482822	0.04124979585378189	-0.034864036096215044
29	BEAST2	0.0304858738086516	0.3758156173740627	0.1347423701491529		2.78914210101881	7.42157050446011	32.8020776532969	0.016059816414704088	-0.07937046413080363	0.008768313471184076		-0.08737266667179645	-0.008692098427450144	-0.01580597535229124
29	PyBDEI	0.0304243893485617	0.3755329812259289	0.1339436753759398		2.80366340681574	7.465824699772492	32.86836716896253	0.014010608652990766	-0.08006283340405107	0.00278876911211882		-0.08262119109045028	-0.002781013507548766	-0.013817023740613475
30	BEAST2	4.784719863677891	0.238921493236863	0.1659463381993429		1.43975152347055	6.0260443879078	0.208998651643385	23.87471064672845	-0.8068735094513998	-0.769257627494085		-0.16302112849407596	3.33383773053805	-0.9597985273395926
30	PhyloDeep	0.1905485771885382	1.16768104387849	0.7673349367731837		1.5217358	1.30321187277778	5.24800559917354	-0.009379680158057178	-0.05613287850661636	0.0669514358613413		-0.11536074673220016	-0.06275021862386074	0.009468491580663067
30	PyBDEI	0.1877373537615115	1.1733661206750123	0.7656709190802047		1.5324679198794295	1.3060441177539996	5.326590473147557	-0.02399461505559199	-0.05153748227274478	0.06463767953181894		-0.10912178296718984	-0.06071331193185255	0.024584510931728577
31	BEAST2	4.7676687301620495	0.298985965540178	0.103956802548324		2.87605965373161	9.61938012219213	0.209746116309136	32.80605199100393	-0.7771349672283329	-0.6254517302875684		-0.40497647221070576	1.6698828451878158	-0.9704194976607707
31	PhyloDeep	0.1370803516095896	1.3370740139702797	0.3359201472746863		3.9803329	2.97689795659171	7.29499150139358	-0.028005980335514186	-0.0033410317328522467	0.21029414948379804		-0.17651509040820215	-0.17375457823496088	0.028812914245276145
31	PyBDEI	0.1356659972998558	1.3807077369419651	0.3308061850445488		4.173766390601279	3.0229180868106584	7.371043739056804	-0.03803472562691286	0.029183675848205564	0.19186894153473338		-0.13649593509588645	-0.16098157678953304	0.039538564062719904
32	PhyloDeep	0.249239830237414	0.9191584430784348	0.5459255335537455		1.68367	1.831751655744	4.01219981191388	0.05663123817844335	-0.08756133633372792	-0.057051226602939056		-0.03235606280166573	0.060502996782536345	-0.05359602871108727
32	BEAST2	0.2580214780350447	0.8471272326419262	0.4959810008599134		1.70798323156171	2.01620626247021	3.87564635167379	0.09386029332913433	-0.15906594132090468	-0.14331781965816556		-0.018382688497682216	0.16729403616283783	-0.08580647263781112
32	PyBDEI	0.2582300383520494	0.8424596799642722	0.4925965948150517		1.7102425977600977	2.0300586941236487	3.8725161734928872	0.09474446720207276	-0.16369937047543312	-0.14916352815233658		-0.01708417869244685	0.1753139799336708	-0.0865448239662897
33	BEAST2	0.147760092349202	1.3895808012505555	0.4172119313584936		3.33063533616095	2.39686338006652	6.76772722662284	-0.11810833036402861	0.010763631764073307	-0.04001420877144797		0.05289436677030177	0.041682084398602805	0.13392612089507694
