	type	T	sampled_tips	observed_trees	unobserved_trees	mu	lambda	psi	p	R_naught	infectious_time	incubation_period
25	PyBDEI (mu)					0.12219550955630805	0.2794506421775215	0.2452486040650697	0.22789163069865634	1.1394586454134403	4.0774951760160825	8.18360677598547
25	PyBDEI (psi)					0.10290297978142064	0.20825028946433816	0.17535788562123167	0.3530266719167479	1.187572995229614	5.70262350311393	9.717891572470792
25	real	409.187554		1.0	0.0	0.12219550955630805	0.19999607051410215	0.17535788562123167	0.305363243821061	1.1405022922441497	5.70262350311393	8.183606775985472
25	PyBDEI (p)					0.10720176724490396	0.23768243980207335	0.2044934869924918	0.305363243821061	1.1622983367230673	4.890131293211876	9.32820442890168
25	PyBDEI (lambda)					0.10248715687760243	0.19999607051410215	0.17142283110775086	0.3651046600197746	1.1666828112784526	5.833528670235485	9.757320141042376
26	PyBDEI (mu)					0.08084575140384304	0.4274528862743599	0.17408188441495398	0.2991778623630649	2.455470238680624	5.74442311077199	12.369233789476096
26	PyBDEI (psi)					0.0797994119583444	0.4785668626136572	0.2023409901590217	0.2640979990255703	2.3651503446609947	4.94215234992223	12.531420664127245
26	real	185.81489599999995		1.0	0.0	0.08084575140384304	0.469349431171597	0.2023409901590217	0.25997681994349	2.3195963941993702	4.94215234992223	12.369233789476098
26	PyBDEI (p)					0.08134600591616359	0.4663284464802824	0.194408135154862	0.25997681994349	2.398708501106776	5.143817665878119	12.293166563464894
26	PyBDEI (lambda)					0.07139220148292177	0.469349431171597	0.1797061959942709	0.3048750278110965	2.6117598704641214	5.564638405855969	14.007132140885401
27	PyBDEI (p)					0.0990904981572668	0.2525619004196942	0.13258926457044487	0.05227976387643	1.904844266524366	7.5420887448146186	10.091784970269273
27	PyBDEI (psi)					0.08574061903300657	0.24649441590344506	0.12146732181143023	0.0651620178271894	2.0293064194344463	8.23266690239892	11.663083510221002
27	PyBDEI (lambda)					0.07426248094989936	0.24421598767049899	0.1105673189054684	0.07730208561503311	2.2087538170234198	9.04426380144904	13.465749961607704
27	real	189.531611		1.0	0.0	0.101451189975639	0.24421598767049899	0.12146732181143023	0.05227976387643	2.0105488787315795	8.23266690239892	9.856956830571681
27	PyBDEI (mu)					0.101451189975639	0.22256562568824495	0.11382284997548495	0.0614041818125507	1.9553685901923996	8.785582158726292	9.85695683057168
28	PyBDEI (p)					0.10884011327819484	0.7848837713965284	0.20338248359165528	0.611773575618017	3.859151277611461	4.916844274592337	9.18778904101289
28	PyBDEI (mu)					0.1607901496667319	0.7549997599238741	0.2625732998872781	0.4138697533596328	2.8753866453595744	3.808460343946992	6.219286455499232
