R_naught,infectious_time,incubation_period
2.26945994743363,1.64114080388091,1.28049413053531
3.26824404315258,3.27638697377863,4.17950985159761
4.32662684174412,8.52250503498336,34.9700367938886
NA,NA,NA
1.93001800298225,6.47929013781594,23.8449074970234
1.3812631485238,5.28329042325678,0.924667122547999
4.51183875283311,8.53522343860127,1.41162422076747
3.22774554324743,5.32020626364411,21.455692524417
2.02261738060598,5.39539406503171,15.465296925666
1.13061629938281,6.30373759832718,25.6084188218587
2.15550544926275,9.51997196129421,11.7232738324166
3.91580237602206,7.35714424743484,5.35679211912898
2.18634627254691,1.8456003346767,0.871544142491485
2.88097403247177,8.99608354210573,16.5195536588657
2.09992673802451,8.67179441050829,3.85446351682514
3.5002269647412,3.02142746924333,6.76179776576797
3.1479616656552,1.99314225654388,5.25956252641521
1.5521469839373,9.21894792856487,19.6036664898477
2.23848651093174,9.62964735933245,0.208397371972479
3.74885646323344,5.37020853722513,15.0472603555764
2.21100643657002,4.98901397836259,18.1577697699328
3.92361615118994,8.70533466197591,24.1626661112329
1.21710802795206,7.03403093174784,0.508292087513434
3.61129734663827,7.35672563949402,29.8137295218279
4.40997888163798,5.58987139474563,5.09108308452348
1.16164996045287,4.87629712404764,9.35045903817537
2.38028314336654,5.16823504686124,12.0295994268102
1.9055491716461,7.55206693075093,10.1110313262254
3.8487197216573,4.86995914557736,9.14383022227887
2.78914210101881,7.42157050446011,32.8020776532969
1.43975152347055,6.0260443879078,0.208998651643385
2.87605965373161,9.61938012219213,0.209746116309136
1.70798323156171,2.01620626247021,3.87564635167379
3.33063533616095,2.39686338006652,6.76772722662284
1.23157182770684,4.16201811661835,5.22395317293346
1.5315879665313,7.64733399028294,11.4955640835072
3.34388026899357,7.80735870375983,16.6469129144511
1.38906632095728,5.02723374484888,4.66673827383043
3.0546866129298,4.36383507210278,20.6246648662064
1.5159351621709,8.9371448334044,36.917813957128
3.81056251657738,7.22657608293633,10.6605422049455
4.41479505353634,1.08529031908838,5.58455917792758
4.02565436852247,1.54542541084519,3.66795796260149
4.48079652207988,7.82571670448157,45.4299778313674
2.43841274907955,1.3667327825331,0.900142173627191
4.57660457922556,8.59667033890828,3.06425649440739
2.29211999764565,4.30365809397797,1.628257461932
2.25829430053397,6.34561410355842,4.63186652993558
3.45743901320247,3.87211252029754,16.8663142099407
1.4319849795674,7.8735197583421,22.7561794727896
1.1511080909339,9.54028818789641,0.20921616469765
2.8782908833454,1.73921108049746,4.69037170348197
3.82017377004859,4.08997305952303,6.74599807243345
4.63995251584502,7.41906819421644,8.35669474466093
2.06630207044914,7.63894532156155,10.7624136227251
4.62994850210196,2.15916319850666,3.35583826793136
1.54805564166391,8.85765851910056,19.730526583308
4.59440620605787,5.47844667222647,8.73684369021725
1.70358379281319,5.03031859130085,0.867200725736132
2.44467180850139,7.31775106460186,0.207319644931675
1.63914378798614,5.7992482106099,7.87111702501963
2.97461221762386,4.44413675496694,8.82280730850142
3.71047059999036,3.19234805400157,5.98818506012897
3.63682592654988,9.21780727751837,33.2641936633518
1.1720169153215,6.30074637930294,25.4440658767517
3.95878259251105,2.39545318372741,1.46976221461716
2.85271026889912,6.24685964039577,16.2737021681955
1.04244436514968,9.93764333317658,0.216292156292124
3.15520817048116,3.79742452389552,10.8993011145137
2.06254751571416,9.90621398721682,0.215495533204052
3.82682664263751,2.90276204918172,3.27414394708195
3.58174897526172,9.01250979501118,6.42646690941581
1.10332863933141,4.87062528511674,15.0303858085043
2.42669032684585,7.7851344627093,19.1844534542983
NA,NA,NA
3.6339771556579,7.43273005321849,17.6402094232652
2.7219125959448,8.70433416384006,0.208814613371566
4.37922178656777,1.26979283888953,3.02574698380234
4.01450072910006,9.57444569052861,36.7015550004581
1.07542086409867,6.10478414695516,6.73554655484219
4.20474503468849,4.98328910968939,20.6220028600213
2.8698247520763,7.63879192486992,27.9047320831196
4.76852079416177,7.34890740248131,19.8799110761569
3.49345566867849,4.81657695190238,17.8957420740529
4.02862336465095,7.70990112756523,20.7650614282191
4.61497415477407,7.48488350385808,4.89026930116146
1.43084228837915,4.09583132041285,12.2768994936004
1.17321072999988,9.07668180055431,25.9749418854517
4.64456510057376,2.47620702462197,1.76646530599716
3.65101402467232,4.25515499217583,15.4738015168778
4.45992988043664,2.63956556089638,4.57588076605416
1.34465691522105,8.67857862189928,40.0381153980424
3.63671607404387,7.168490380397,32.0066206718532
3.03454773053331,8.04518888887465,35.5150045036623
4.14228050497885,3.96742202662992,7.64735439150398
3.28330228924936,8.60191054329277,40.2990146827955
3.00275538454598,2.13373532409181,3.66502344513189
2.23360801311872,7.34455023518336,23.7571418502517
1.28423432323957,9.41581465157283,43.9093425775742
1.49550401799987,7.83530599341588,9.47624064901336
