,R_naught_target_value,R_naught_CI_2_5,R_naught_CI_97_5,R_naught_CI_width,R_naught_CI_presence,infectious_time_target_value,infectious_time_CI_2_5,infectious_time_CI_97_5,infectious_time_CI_width,infectious_time_CI_presence,incubation_period_target_value,incubation_period_CI_2_5,incubation_period_CI_97_5,incubation_period_CI_width,incubation_period_CI_presence
67,3.0016985356311534,2.3045047757126755,3.629599708715797,2.3045047757126755,2.3045047757126755,6.149145168814957,5.204656050778632,7.557427843655398,5.204656050778632,5.204656050778632,19.49527901508721,12.864157793133373,21.428725937540108,12.864157793133373,12.864157793133373
68,1.2852911496405381,1.0024555676965303,1.1225029544373182,1.0024555676965303,1.0024555676965303,2.829931738718078,9.700341139100631,9.997780138742534,9.700341139100631,9.700341139100631,11.565491250423007,0.2006136926004601,0.29582890188240124,0.2006136926004601,0.2006136926004601
69,3.9699825154424553,2.4919243896416576,4.248739533251613,2.4919243896416576,2.4919243896416576,3.9879816288725274,2.9241212320184453,4.967753593716841,2.9241212320184453,2.9241212320184453,13.837922024670418,7.9820962343530235,15.900981244174655,7.9820962343530235,7.9820962343530235
70,3.7147277137717065,1.9357501287936163,2.188252533010645,1.9357501287936163,1.9357501287936163,3.191996396875805,9.549776426438791,9.996071415762533,9.549776426438791,9.549776426438791,12.643525001844448,0.2005085578112217,0.29376749316810313,0.2005085578112217,0.2005085578112217
71,3.6066449205014472,3.1142747936228674,4.698413291895035,3.1142747936228674,3.1142747936228674,2.585865382053549,2.412633609776533,3.5101307647239297,2.412633609776533,2.412633609776533,3.672376630531452,2.5529818890022344,4.2461668395090735,2.5529818890022344,2.5529818890022344
72,3.763902096617529,3.02240361698049,4.284256932296008,3.02240361698049,3.02240361698049,8.231731435298764,7.555897478059531,9.93922239299068,7.555897478059531,7.555897478059531,7.652435272194293,5.023327457457123,8.294725305551488,5.023327457457123,5.023327457457123
73,1.1050831595465906,1.025077179766335,1.1892689234185818,1.025077179766335,1.025077179766335,4.616292823897734,4.125166429537464,5.731950399358484,4.125166429537464,4.125166429537464,14.696162076306472,13.630066373850998,16.623669238318946,13.630066373850998,13.630066373850998
75,3.5023546014584017,2.307194358619569,3.67577286748115,2.307194358619569,2.307194358619569,3.0992487172362964,2.451827886795294,9.88640613835043,2.451827886795294,2.451827886795294,6.35722610832178,0.20123204155289076,7.6540834277034,0.20123204155289076,0.20123204155289076
76,3.983758604852777,2.918876624270018,4.620889791338488,2.918876624270018,2.918876624270018,7.835414338379081,6.201486705776171,8.887549119715997,6.201486705776171,6.201486705776171,17.301844118936085,13.758770646381294,23.305518196961657,13.758770646381294,13.758770646381294
77,2.9484785390880317,2.2881015410906977,3.1703358048959847,2.2881015410906977,2.2881015410906977,2.257870902435048,7.511709412979574,9.836950854732999,7.511709412979574,7.511709412979574,5.791770533115038,0.2003251956402877,0.2503567418157566,0.2003251956402877,0.2003251956402877
78,3.6423107674294704,3.405948070095359,4.970816316320041,3.405948070095359,3.405948070095359,1.126855012656671,1.029152618060933,1.6190316572506436,1.029152618060933,1.029152618060933,3.2953327654936238,2.1765664497672574,4.132207409682494,2.1765664497672574,2.1765664497672574
79,4.784186237898661,3.2404305712733916,4.858079350606781,3.2404305712733916,3.2404305712733916,9.739269865120727,8.543428659960112,9.97900704695414,8.543428659960112,8.543428659960112,40.02735678979202,28.398946889653303,46.797935084363345,28.398946889653303,28.398946889653303
80,1.110903828623796,1.0137568893999502,1.1511567276106012,1.0137568893999502,1.0137568893999502,4.960841525584454,4.918400997210205,7.8385134823627,4.918400997210205,4.918400997210205,7.4499268053285554,5.005011248218443,8.097385329929022,5.005011248218443,5.005011248218443
81,4.314997031640308,3.2971628900355148,4.937200911462739,3.2971628900355148,3.2971628900355148,4.814858106365338,4.263859673607147,5.858460663890071,4.263859673607147,4.263859673607147,21.49073775322977,15.896474465350373,27.090516854019334,15.896474465350373,15.896474465350373
82,3.4871346893542583,2.402521324822147,3.4934614494244105,2.402521324822147,2.402521324822147,8.483180114497992,6.522291044359011,8.99133749058708,6.522291044359011,6.522291044359011,30.160583945813602,22.91870640580481,34.71894711601168,22.91870640580481,22.91870640580481
83,4.577305366167387,4.073400246183375,4.9880712396999805,4.073400246183375,4.073400246183375,6.25705766713148,6.241340254231838,8.68699094749206,6.241340254231838,6.241340254231838,25.9887223989868,15.47803345194652,25.71947111059513,15.47803345194652,15.47803345194652
84,3.909987082461986,2.6686084917080857,4.649964651480037,2.6686084917080857,2.6686084917080857,4.820991227561926,3.9070541306604247,5.969098746289732,3.9070541306604247,3.9070541306604247,15.551293176827901,13.35950410764531,25.274401721775455,13.35950410764531,13.35950410764531
85,3.4327787260244973,3.1318342870144913,4.911393998001144,3.1318342870144913,3.1318342870144913,7.874902465217485,6.48332480666726,9.160395273445179,6.48332480666726,6.48332480666726,16.539862710018948,15.887380473727205,27.528126582816643,15.887380473727205,15.887380473727205
86,3.8750949998297854,3.7564615476416843,4.9853917078247525,3.7564615476416843,3.7564615476416843,6.846379690426871,6.084932377412486,9.10705674091429,6.084932377412486,6.084932377412486,4.768127249898638,3.5648082569246413,6.680417928063679,3.5648082569246413,3.5648082569246413
87,1.4563783040666427,1.3116333713508017,1.5709202368056252,1.3116333713508017,1.3116333713508017,4.012901819238435,3.2757183028293477,5.110217226056217,3.2757183028293477,3.2757183028293477,13.102965613840075,10.504533335025,14.38243433294013,10.504533335025,10.504533335025
88,1.2112225372649723,1.109688313714141,1.244276348863044,1.109688313714141,1.109688313714141,9.319565301219852,7.511130584143432,9.946486557769441,7.511130584143432,7.511130584143432,25.752343331930646,23.121334586655077,29.279831665361453,23.121334586655077,23.121334586655077
89,4.284872108610177,3.9593696758160157,4.981412421578505,3.9593696758160157,3.9593696758160157,2.193547967772149,2.0469040254664495,2.9939004141148517,2.0469040254664495,2.0469040254664495,2.019411696963946,1.3387912838101041,2.2929748962249614,1.3387912838101041,1.3387912838101041
90,4.7408445776263415,2.885408663560369,4.6229297135620735,2.885408663560369,2.885408663560369,5.070764241285904,3.606721570148039,5.021819650729566,3.606721570148039,3.606721570148039,17.36839704812761,12.17487661084614,20.597468090242494,12.17487661084614,12.17487661084614
91,4.157233174783712,3.4845461864081893,4.970332767959625,3.4845461864081893,3.4845461864081893,2.8630304386892056,2.1363142838482516,3.2283062721988043,2.1363142838482516,2.1363142838482516,3.585094943731003,3.414564095187054,6.139502457516931,3.414564095187054,3.414564095187054
92,1.2975123192288445,1.1654087670463673,1.5452375340713929,1.1654087670463673,1.1654087670463673,8.32565593468494,7.263036382297819,9.863552602084797,7.263036382297819,7.263036382297819,40.252107155002996,34.66864012017552,46.636632651674134,34.66864012017552,34.66864012017552
93,3.3700260219361784,2.9514875883162146,4.575848889876037,2.9514875883162146,2.9514875883162146,6.913123575342673,5.623217259346161,9.127793468311662,5.623217259346161,5.623217259346161,30.13840064943643,24.657043636098695,42.23490618092718,24.657043636098695,24.657043636098695
94,3.102485252029973,2.458585216871846,3.781040253481089,2.458585216871846,2.458585216871846,9.20317733157302,6.423710763655302,9.721516228378315,6.423710763655302,6.423710763655302,34.97846674878481,27.14511925539651,46.78292649561908,27.14511925539651,27.14511925539651
95,4.613507428942174,3.353556519009884,4.902412418743921,3.353556519009884,3.353556519009884,3.8615654666334565,3.404548458285285,4.637450699920626,3.404548458285285,3.404548458285285,10.752157832107693,6.1035825319397405,9.785470282422525,6.1035825319397405,6.1035825319397405
96,4.227568418079072,2.6948417800985855,3.9657719122803097,2.6948417800985855,2.6948417800985855,9.69442839073066,7.465714196346344,9.731411201545914,7.465714196346344,7.465714196346344,48.119090326714705,32.843606932086885,48.58439303669902,32.843606932086885,32.843606932086885
97,2.9265341621266265,2.5364531613625214,3.6596427339921287,2.5364531613625214,2.5364531613625214,2.254897792436584,1.750670933318697,2.6240215920826624,1.750670933318697,1.750670933318697,3.43210892842424,2.893498925510501,4.700493862237755,2.893498925510501,2.893498925510501
98,2.131627138903577,1.9033918314235165,2.6775254442902874,1.9033918314235165,1.9033918314235165,6.599205288129682,6.246345641362837,8.661227107576014,6.246345641362837,6.246345641362837,25.544469162919693,19.856206969235707,29.227360183445466,19.856206969235707,19.856206969235707
99,1.1264306733279978,1.1761846547114256,1.4003151370355877,1.1761846547114256,1.1761846547114256,9.3008895528065,8.246744780674339,9.973824992418509,8.246744780674339,8.246744780674339,43.64837722473262,39.34047354656811,48.7127108304451,39.34047354656811,39.34047354656811
100,1.5435109706994068,1.2925859050458137,1.7300460731060985,1.2925859050458137,1.2925859050458137,8.14045653610895,6.8254995412109825,9.006527527886735,6.8254995412109825,6.8254995412109825,9.471958859218828,8.223019478485968,10.90331376420838,8.223019478485968,8.223019478485968
