	type	T	sampled_tips	observed_trees	unobserved_trees	mu	mu_min	mu_max	lambda	lambda_min	lambda_max	psi	psi_min	psi_max	p	R_naught	R_naught_min	R_naught_max	infectious_time	infectious_time_min	infectious_time_max	incubation_period	incubation_period_min	incubation_period_max
30	PhyloDeep			1	0	0.1905485771885382			1.1676810438784901			0.7673349367731837				1.5217358	1.29930899122	1.87033629802	1.30321187277778	1.07052892314	1.62854429621	5.24800559917354	3.94235035802	6.958975646060001
30	real	59.964574082		1.0	0.0	0.1923527847873552			1.2371243973738468			0.7191845017329399			0.600737301602517	1.72017666453168			1.3904637788918002			5.198780985185599		
30	PyBDEI					0.18828069059936348	0.1427524285561922	0.2403483643148307	1.1750027913383698	0.9449100717647532	1.4594645431401432	0.7721222693434011	0.62207627665737	0.9456934421754091		1.5217833211022018			1.2951316646395679			5.311219099614778		
31	BEAST2			1	0	4.7676687301620495			0.298985965540178			0.10395680254832398				2.8760596537316094	2.5157668336676458	3.1645502332653885	9.619380122192132	8.658604565723747	9.985027786880543	0.209746116309136	0.20036792350657984	0.25694341935775755
31	PhyloDeep			1	0	0.13708035160958962			1.3370740139702793			0.33592014727468633				3.9803328999999996	3.1664200637299995	4.68139283792	2.97689795659171	2.4937533217900003	3.54443372932	7.29499150139358	5.8110803349800015	9.130884323730001
31	PyBDEI					0.13364668752526926	0.10378585913032369	0.17769406838037746	1.3963858674049814	1.1560350917858742	1.7073251125721174	0.334499144807993	0.2609264967902428	0.421605325087009		4.174557361593632			2.9895442649756654			7.482415153843037		
31	real	37.19900059999999		1.0	0.0	0.141030036025229			1.3415561957918247			0.2775524837643472			0.8219365221323579	4.83352257416964			3.6029221804732203			7.090688112857809		
32	PhyloDeep			1	0	0.24923983023741406			0.9191584430784348			0.5459255335537455				1.68367	1.5130334857299998	1.92050189292	1.8317516557440001	1.367813529	2.38129422596	4.01219981191388	2.48904120625	5.83057921964
32	BEAST2			1	0	0.2580214780350447			0.8471272326419261			0.4959810008599134				1.7079832315617098	1.5424414230206889	1.907637276740605	2.01620626247021	1.57118070561057	2.587387637506747	3.8756463516737902	3.0789123272900727	4.775412576980406
32	PyBDEI					0.2544189476770892	0.1968763237871377	0.31544653407887285	0.8609987821085658	0.6757901998659317	1.1021224114560026	0.5038501544749282	0.40767535159023216	0.6848761857355573		1.7088389761551808			1.9847170654182276			3.930524865110318		
32	real	71.831585		1.0	0.0	0.23588156514006314			1.0073646368569718			0.5789556643538523			0.08444202266268201	1.7399685310640298			1.7272479769518403			4.2394156550818805		
33	BEAST2			1	0	0.14776009234920207			1.3895808012505557			0.41721193135849366				3.33063533616095	2.641909401938141	4.428394849681384	2.3968633800665198	1.8722540688901523	3.0759166411656262	6.76772722662284	5.032531914822119	9.633966770656881
33	PhyloDeep			1	0	0.13253654010279803			1.5678513935027387			0.4308887569815786				3.6386453999999997	2.81358377838	4.47016716839	2.32078461968956	1.81858306035	3.02342971678	7.54508906920597	5.62443797395	9.47806905947
33	real	43.032771000000004		1.0	0.0	0.167549028340629			1.3747831417572252			0.4346021942934824			0.223869740549289	3.16331385301025			2.3009547883799			5.96840226352724		
33	PyBDEI					0.14779237090167105	0.10513656552872465	0.21612654686426513	1.3961286291976118	0.9991245041758743	1.6177325375619467	0.4253191270441553	0.30003272776854467	0.5782590803817643		3.2825437193485776			2.3511757088135448			6.766249123003231		
34	real	125.226151		1.0	0.0	0.17864185905425695			0.2696828284789141			0.26573029456229363			0.931273334593158	1.01487423149525			3.76321413276263			5.597792170849951		
34	PyBDEI					0.1882765604457057	0.14883423608156965	0.2379275172424149	0.3011272738180665	0.23865111545838605	0.3716334607443414	0.2459704654560209	0.19314686135391576	0.3079806252457488		1.224241590386825			4.065528754218658			5.311335609874684		
34	PhyloDeep			1	0	0.2096129987745245			0.2628150389301959			0.22982658174488724				1.1435363	1.0	1.39056479388	4.3511067884655	3.65133166816	5.42027414566	4.770696501869501	3.16915867244	6.46870276324
34	BEAST2			1	0	0.19142591192839115			0.29590736830033193			0.24026805553948488				1.23157182770684	1.045779784083288	1.4747670266532582	4.16201811661835	3.555618903580528	4.932221775085411	5.22395317293346	4.411434256516499	6.2074138486415
35	PyBDEI					0.08686827764176425	0.07016217378447188	0.10437247248230791	0.2001978986899388	0.16828423205429288	0.24026119294030698	0.13116650954803855	0.10696478424539758	0.15872444109174916		1.526288222350066			7.623897315295707			11.511682136992473		
35	real	386.227757		1.0	0.0	0.10207126433031696			0.1792889974537792			0.12026071523796665			0.350139560960445	1.4908359483727496			8.315267359097637			9.797076646017231		
35	BEAST2			1	0	0.08699007658395033			0.20027737358894054			0.13076452542423891				1.5315879665313	1.3815622761169957	1.7081557765127813	7.647333990282941	6.505450229339117	8.967134180298338	11.4955640835072	9.8479516115163	13.400319738845864
35	PhyloDeep			1	0	0.09326412973819524			0.18521600259848267			0.12377656904721239				1.4963737	1.33523663109	1.71351857843	8.07907350880414	6.73370584142	9.86845285253	10.7222358993445	7.62109235265	14.3613001459
36	PyBDEI					0.05897680915519145	0.04319433674444839	0.07739076957885609	0.4338548015517801	0.3749227798923458	0.5438308293332297	0.1300533230673917	0.09656225627820827	0.17543860297080774		3.3359762851039414			7.689153774885205			16.95581728351227		
36	real	119.8239405		1.0	0.0	0.052300244692993006			0.4425895541035865			0.11258805211421714			0.344795403114044	3.9310525921044706			8.881937125846449			19.120369433643898		
36	BEAST2			1	0	0.060071197893508836			0.4282985316638827			0.12808429046796901				3.3438802689935696	2.654251058128224	4.328166361558677	7.80735870375983	6.252449733687411	9.513496982218676	16.6469129144511	12.78587554259124	22.499584919576424
36	PhyloDeep			1	0	0.06109566824796488			0.44784659645126895			0.13839360666160502				3.2360352999999997	2.57256599937	4.18642568931	7.22576731774296	5.81275779606	9.115749073039998	16.3677725226176	12.107658143499998	21.5241186289
37	PyBDEI					0.2125318101969088	0.16834646281467763	0.2643748728730247	0.277546292623985	0.22511798973959923	0.3373764711165078	0.20006747889287008	0.15602046406895712	0.2463099088997471		1.3872634081254276			4.998313596661398			4.7051780111104735		
37	BEAST2			1	0	0.2142824262521168			0.2763082823392839			0.1989165514781649				1.38906632095728	1.23495284320083	1.5680483816197297	5.02723374484888	4.272246575797179	5.9931683864821075	4.66673827383043	3.7732506289471366	5.577014044736538
37	real	157.64985800000005		1.0	0.0	0.2259720048368999			0.27136543217474685			0.1974622196477748			0.501978464893768	1.37426507540935			5.0642598963171785			4.42532693694412		
37	PhyloDeep			1	0	0.22831166295721103			0.26497856305048567			0.19295886603426796				1.3732386	1.20171794467	1.57545097274	5.18245168284938	4.3091289984199985	6.28312502074	4.3799777332768794	3.00657917559	6.24061580982
38	PyBDEI					0.04774720908561833	0.0307433145114585	0.06538216350320968	0.7060969929825189	0.5525724999919308	0.8831858118847005	0.2317466445815831	0.1739505101748068	0.30973837933959697		3.0468488303568413			4.315057082295594			20.943632500212548		
38	real	206.235143		1.0	0.0	0.050113610275174005			0.6417996914954106			0.20856113686408576			0.6273096415059279	3.0772736529224805			4.7947571394937105			19.954658914195097		
38	PhyloDeep			1	0	0.05441300455565045			0.5808523424338619			0.22818697563174928				2.5455105	2.02352361959	3.50042961081	4.38237106754862	3.56761426556	5.52998350248	18.3779596103218	13.6206845433	23.514807274299997
38	BEAST2			1	0	0.04848563632364782			0.7000004726250694			0.22915623149757008				3.0546866129297996	2.3687418499074737	4.035898781407954	4.36383507210278	3.559371071431015	5.4155574738183745	20.6246648662064	15.868037509584484	28.17748169728068
39	real	278.17469850000003		1.0	0.0	0.024827203645465			0.17458672480446452			0.11109818878748556			0.9395324424236692	1.57146328585449			9.001046829960949			40.27839841651529		
39	PhyloDeep			1	0	0.02692999917999525			0.1700131025551985			0.10965594715454977				1.5504229999999999	1.32342185697	1.87126870848	9.11943242431342	7.740742145439999	10.0	37.1333097084846	30.5493073869	46.148117270600004
39	BEAST2			1	0	0.027087194305743082			0.16962186362973367			0.11189255837751406				1.5159351621708999	1.320776443482458	1.730745352912808	8.9371448334044	7.929817369716251	9.865707989135966	36.917813957128	32.49344744721347	42.397925505545324
39	PyBDEI					0.026949585363922758	0.02209229487184046	0.0322549661850606	0.1706189850860675	0.1472080221208019	0.2003449806443064	0.11237824996827196	0.09458045787397398	0.1327696021636504		1.5182562918913474			8.898519066477123			37.10632228645319		
40	real	54.159220289000004		1.0	0.0	0.10101353208345801			0.4931174510008709			0.11868218730664197			0.629964716453568	4.154940705017441			8.42586425725603			9.899663731922509		
40	PhyloDeep			1	0	0.08366575093406782			0.5858610325425166			0.15168801686780323				3.8622763	3.02470812366	4.64021793162	6.59247856652714	5.35427389058	8.27741483211	11.952322053357802	8.85550570162	15.947775569600001
40	BEAST2			1	0	0.09380385920109138			0.527298470651271			0.13837811828498403				3.8105625165773795	2.958728829666003	4.8091052525093065	7.2265760829363295	5.851537633831322	8.974226686009741	10.6605422049455	8.033835547428042	14.818478835609774
40	PyBDEI					0.09037447231003444	0.06447486394666602	0.12049734318952292	0.5389862011319126	0.45398225015269833	0.6565037680273504	0.14082226843354442	0.103519560426726	0.18762175592743816		3.827421665105943			7.1011496343840745			11.065071523399293		
41	real	29.131407280000005		1.0	0.0	0.218092332313404			3.2091423858191845			0.7891899301837478			0.063667672771548	4.06637523247667			1.2671220979304298			4.58521392931401		
41	BEAST2			1	0	0.17906516309333806			4.067847078231261			0.9214124390605253				4.41479505353634	3.564622553208272	4.966262502237278	1.08529031908838	1.0039805192041775	1.3107433912771589	5.58455917792758	4.2491204054523015	6.767263107148824
41	PyBDEI					0.16680922799607725	0.11905678870308568	0.21020529108090388	4.415764541348633	4.063490632222983	5.037093518777576	0.9909043625862618	0.7504822125186335	1.321990992399808		4.45629740676838			1.0091791274286033			5.994872178315678		
41	PhyloDeep			1	0	0.2082571834178667			3.4810133650924464			0.8556737304975957				4.068155	3.20592681195	4.67729434664	1.1686697445046899	1.0	1.50193084769	4.8017551355888	3.68720307831	5.8151653884500005
42	PhyloDeep			1	0	0.2587140129276005			2.842023815837265			0.6497217846590554				4.3742166	3.57258974677	4.84076087436	1.5391203182832398	1.25726394868	1.90825214791	3.8652718833588797	3.01951798418	4.77528142391
42	PyBDEI					0.2734696447842873	0.21320601428114713	0.3581189691301864	2.605660000509685	2.160500484059294	3.0467536025179762	0.6570080340650617	0.4970453877543546	0.858910704421569		3.965948459393808			1.522051402952818			3.65671298102866		
42	BEAST2			1	0	0.27263125973525404			2.6048842864055457			0.6470710219868212				4.02565436852247	3.261246375714773	4.898564110694151	1.54542541084519	1.2788627169942979	1.8783144335362696	3.66795796260149	2.7942698857512593	4.811999624471751
42	real	20.849495		1.0	0.0	0.2466071196833712			2.8955489207270437			0.6368477290269376			0.279079521428259	4.5466895597653405			1.5702340676128903			4.05503296613634		
43	real	154.66356800000003		1.0	0.0	0.025101839417242998			0.5101451072539642			0.10614102454951582			0.776957855461345	4.80629529834599			9.42142780554648			39.8377180005812		
43	PhyloDeep			1	0	0.024707775146347706			0.48062729042044333			0.11458623021132194				4.1944594	3.41266092121	4.73303766567	8.72705209130087	7.512868471910001	10.0	40.473089708679	32.669888788200005	46.15900059720001
43	BEAST2			1	0	0.022011897159886884			0.5725733106993065			0.12778382322827092				4.4807965220798796	3.7505485481280285	4.968819492470666	7.825716704481571	6.797836132595706	8.92939561973391	45.429977831367395	37.829693784013095	49.717286604971044
43	PyBDEI					0.0188829049599305	0.015586103703379066	0.022959586898920754	0.6438660632302039	0.5592165280411233	0.7390580517358105	0.1267172799713112	0.10160352471803971	0.1555132929119128		5.081122822206846			7.891583533251346			52.95795335103358		
44	real	12.679616029999998		1.0	0.0	1.0171827845877903			2.0787965886559667			0.8503840099849905			0.8341353021594431	2.444538660472529			1.17593932653749			0.983107476013022		
44	BEAST2			1	0	1.1109356158376897			1.784118139436299			0.7316719206417234				2.43841274907955	2.0659051306313403	2.8917379632486773	1.3667327825331	1.166402942654799	1.61930233883494	0.9001421736271908	0.7100657669113071	1.10579685077974
44	PhyloDeep			1	0	1.069349630011942			1.8730245757840498			0.7600905570412883				2.4642124	2.05247082625	3.01608390806	1.3156327107819599	1.10849975674	1.56824912898	0.9351478430761999	0.688215580618	1.20440013628
44	PyBDEI					1.0935183691797383	0.8186162466006279	1.433150426297612	1.8082656108357456	1.478120578956526	2.11226018985277	0.7458040957537707	0.5859106324880528	0.9297245853751583		2.4245852511820334			1.3408346852658648			0.9144793797566588		
45	PyBDEI					0.30801986329577674	0.18690320598631135	0.4901526440630405	0.546656209465202	0.4250638134924011	0.7253598330901228	0.1133903978686291	0.07645067880907254	0.15391829802359108		4.821009712820149			8.819088906968751			3.246543873177905		
45	BEAST2			1	0	0.32634343822885303			0.5323694405858487			0.11632410695964797				4.57660457922556	3.8693643113836993	4.977375935177998	8.59667033890828	6.832930631056104	9.906147623310122	3.0642564944073905	2.051023774810367	4.344782378578767
45	PhyloDeep			1	0	0.3507932380753505			0.551115773798856			0.12126081360901589				4.5448794	3.78831218058	5.0	8.24668720452696	6.40077232702	10.0	2.85068208693692	1.90402044402	4.27187016368
45	real	45.766265999999995		1.0	0.0	0.3605861590513078			0.5117192546458804			0.1071640303132273			0.09000617059791301	4.77510273876587			9.33148927935169			2.77326229778473		
46	real	47.68137279999999		1.0	0.0	0.5087228651887723			0.5836956750750815			0.2607110029969161			0.539501293138565	2.2388609163610402			3.8356647341494403			1.9657068090087302		
46	PhyloDeep			1	0	0.5653354109749135			0.5661721528847032			0.2565788860650796				2.2066202	1.8712079293	2.6325344580400003	3.8974368286342798	3.18286439768	4.81912524686	1.7688614238324698	1.1337526972399998	2.4972128433400003
46	BEAST2			1	0	0.6141534882410153			0.5325980706629486			0.232360465948557				2.29211999764565	1.9646342920235915	2.6973397158091643	4.303658093977971	3.4820214923882413	6.4544091180728005	1.6282574619319998	0.3639305871074663	2.211776411043005
46	PyBDEI					0.5785393037435281	0.44768921950517937	0.765695470477577	0.5505295799382076	0.46307920703984334	0.6627667349942166	0.24198661506323355	0.18896656061335387	0.3148445454164492		2.2750414513395656			4.132459969898293			1.7284910351454863		
47	PyBDEI					0.21300863979659146	0.15979267837149527	0.27134603407895636	0.35914720231246056	0.28932043001626595	0.41726767065630666	0.15952228999484014	0.12500883158924253	0.19799349058665788		2.251391967380091			6.268716428483728			4.694645254553669		
47	PhyloDeep			1	0	0.1860527203847321			0.3985626145281983			0.17854353783482274				2.2322992999999998	1.93934719796	2.64383130328	5.6008747901317895	4.64894869204	6.686996163790001	5.374820631120759	4.02322923358	6.87681519375
47	BEAST2			1	0	0.21589568558097208			0.35588270318354065			0.15758916058876501				2.2582943005339704	1.9637902664457256	2.6092052426330445	6.34561410355842	5.370091460271756	7.607965590390455	4.6318665299355795	3.597134567854816	5.771279685320473
47	real	90.17049899999999		1.0	0.0	0.2166376585402171			0.3863902700850797			0.1738321219851434			0.434385290645901	2.2227783085919106			5.752676712336661			4.61600262271279		
48	PhyloDeep			1	0	0.0629609960897605			0.8097070346272551			0.24513504399412409				3.3031059999999997	2.57102441649	4.21337447707	4.079384096644991	3.33622877552	4.9468564197600005	15.8828490987396	12.151618929000001	18.779050753699998
48	real	77.88220340000002		1.0	0.0	0.05767667825069811			0.8820970383435556			0.21749798717658891			0.566260800361252	4.05565609960046			4.5977436986030105			17.3380303847144		
48	BEAST2			1	0	0.059289776506749665			0.8929076815507403			0.25825695786421987				3.45743901320247	2.692871300539015	4.549776057338005	3.8721125202975397	3.190220969678576	4.753454969570116	16.866314209940697	12.789025486049617	23.498750998761572
48	PyBDEI					0.060856921365435426	0.04294210656903112	0.08338522943486044	0.8683083221587249	0.7334467153668691	1.0252262895925126	0.25884067696981555	0.1950387543164593	0.33176515302351983		3.354605359265004			3.8633804072325697			16.431984687414115		
49	real	356.0498300000001		1.0	0.0	0.04536850292246408			0.16741114593183973			0.12106757480438787			0.257488166109756	1.3827909430112102			8.25984993600249			22.041723565554395		
49	PyBDEI					0.04408513732489228	0.03474650947373124	0.05475600017744202	0.1828977441897331	0.14162977529116463	0.20961021323821213	0.12813898022285958	0.10078553106707178	0.15885658623125729		1.4273388462405192			7.8040265207417585			22.683381762664013		
49	PhyloDeep			1	0	0.04625879465612686			0.1689075577482759			0.11830864296551818				1.4276857	1.2675716233399998	1.62788457955	8.45246784118263	6.5057761598	10.0	21.6175109497271	14.507153340999999	29.4795675328
49	BEAST2			1	0	0.04394410763000602			0.18187354874548867			0.12700800032164605				1.4319849795674	1.2847952435535603	1.606723393490844	7.873519758342099	6.391818264097172	9.546497228550095	22.7561794727896	19.345065684056184	26.80225447516033
50	BEAST2			1	0	4.779745396084265			0.12065758059534196			0.10481863653434303				1.1511080909339	1.064760298061313	1.237284364805823	9.54028818789641	8.818522052306731	9.971896968198196	0.20921616469765	0.20038179540014955	0.2520985303384881
50	real	241.3994286		1.0	0.0	0.138268211809818			0.648042814975751			0.5436417787985565			0.28866648045017795	1.19204012687899			1.8394465602146899			7.232320335316531		
50	PyBDEI					0.12141000675664425	0.10370941472002355	0.14125431928179016	0.6572166164578748	0.5797249419591585	0.7430125256235893	0.5598374548506582	0.4766901634065226	0.6266615165822285		1.173941848233776			1.7862327561966345			8.236553367503001		
50	PhyloDeep			1	0	0.12338608723133788			0.6469996171228058			0.5615416776764536				1.1521845	1.03531537165	1.27555143222	1.7808117184423402	1.3191465135299998	2.30876327125	8.10464147489408	5.76434490346	10.4663153082
51	BEAST2			1	0	0.2132027189353958			1.6549405162035498			0.5749733377468902				2.8782908833454	2.284704564843897	3.727570362627379	1.73921108049746	1.3839326501062927	2.198093969008271	4.690371703481969	3.5668660078701286	6.433833416733498
51	PyBDEI					0.21365483895174808	0.14101013653852346	0.3019903494093308	1.6549142987019991	1.2460611881408843	2.279054869618263	0.5840681608109483	0.42114574855532766	0.7517096750578691		2.83342666103257			1.7121289381902824			4.680446297899391		
51	PhyloDeep			1	0	0.2511157982287814			1.416708742738852			0.55408053635809				2.5568642999999995	2.03077067688	3.38529425497	1.80479178455336	1.4627516032700003	2.36181651793	3.9822265546548397	2.89670718789	5.533668522619998
51	real	31.365492100000004		1.0	0.0	0.23083118039168324			1.4158988741153629			0.4788558566758258			0.41069160617170297	2.9568373329385698			2.08831109833742			4.3321703692853		
52	real	58.139381590000006		1.0	0.0	0.157950507269514			0.9219938597309054			0.21559957509482972			0.06056769338979099	4.276417795931991			4.63822806496793			6.33109710938554		
52	PyBDEI					0.1455420387871163	0.10789420686479792	0.184426543361193	0.9501723630258334	0.848497676863147	1.166753520351254	0.24826982919986545	0.1806228400294352	0.33624649070855966		3.827176125621423			4.027875651354184			6.870867058985588		
52	BEAST2			1	0	0.14823603405496896			0.9340339690389297			0.24450038800906415				3.82017377004859	3.0915369779136435	4.762997028748738	4.08997305952303	3.2445981269939064	5.162966431685039	6.7459980724334505	4.9445661755972585	9.01569815717884
52	PhyloDeep			1	0	0.16483834509929857			0.8991445834699168			0.25286521609958557				3.5558254999999996	2.82341908919	4.37368027383	3.95467599468553	3.02110551528	5.1966637532	6.066549621070269	4.25950259589	8.0420220136
53	PyBDEI					0.10179815738801416	0.07153606365203241	0.14359575241867895	0.6866158659300245	0.5325740484658994	0.8808147998895343	0.1277291456344256	0.08973318293727456	0.17783495460677073		5.37556140784964			7.8290666944732115			9.823360517110316		
53	real	54.992493		1.0	0.0	0.13756376622846495			0.5610734557865708			0.12890198043790418			0.117591641176865	4.35271400703464			7.757832708254851			7.26935607694258		
53	BEAST2			1	0	0.11966453610608398			0.6254090667965703			0.13478781618149208				4.63995251584502	3.8395333459796808	4.9827024031769165	7.4190681942164405	5.871704816230411	9.22869257729135	8.35669474466093	6.207176067428688	11.138851702125557
53	PhyloDeep			1	0	0.15285490981192762			0.5435707746645088			0.12341417252410529				4.404443700000001	3.54675635763	4.9625678633199986	8.10279710626168	6.171846207590001	10.0	6.54215164714302	4.5536039527800005	8.983605350369999
54	PyBDEI					0.0916185759050316	0.0732033076793035	0.11499400410006785	0.2736153582493931	0.22268303950054552	0.3257728589967962	0.13276570360492587	0.10673101629360181	0.161213817122498		2.060888850207859			7.532065682984848			10.914817111287155		
54	real	145.77688		1.0	0.0	0.08871509305463961			0.28402354783504197			0.1438108095894452			0.571322235379891	1.9749805222978698			6.95358021316218			11.2720391262409		
54	BEAST2			1	0	0.09291596058791826			0.27049572728539273			0.13090812381879707				2.0663020704491397	1.7916891058018922	2.410835742548078	7.6389453215615495	6.5655808806291045	8.939902414393323	10.7624136227251	9.092777016290457	12.775651407428928
54	PhyloDeep			1	0	0.09352517967206063			0.2663365772470916			0.13117901138745952				2.0303292	1.71789358711	2.41789547894	7.623170730005961	6.45527853103	9.16230835	10.692307713349802	8.20607792508	13.4129847422
55	PyBDEI					0.2753292143387682	0.21297993592123768	0.38653879471328206	2.2697627814800687	1.7919220104635043	2.713604911996655	0.4498548920928352	0.3502563112311123	0.5662605328464885		5.045544288560643			2.222939035624921			3.6320155941373824		
55	real	15.231150699999995		1.0	0.0	0.2599024943443348			2.242600085634396			0.5056134603067169			0.8474586090916709	4.43540423997807			1.97779544752107			3.84759677864091		
55	BEAST2			1	0	0.2979881389267398			2.144325405927707			0.4631423880749862				4.62994850210196	3.8593487032139566	4.983669334109385	2.15916319850666	1.8518082216138168	2.5173459850808744	3.35583826793136	2.6693646121237	4.229537884027962
55	PhyloDeep			1	0	0.32580499083861447			2.0170019575527345			0.44027491235497834				4.581233	3.77772431389	4.980047894559999	2.2713081575580096	1.90718275831	2.6652659290700003	3.06932069219082	2.5117078326400004	3.7519397915
56	BEAST2			1	0	0.05068288450273793			0.17477030056258086			0.11289665297478003				1.5480556416639097	1.43373160221593	1.6925804686719883	8.85765851910056	7.050008356659999	9.93108309112814	19.730526583308002	16.45445190946377	23.723114773890547
56	PhyloDeep			1	0	0.05607334370043111			0.1573005084141595			0.10013674600180633				1.570857	1.4449408673700002	1.74119979181	9.98634407375252	7.3408185962	10.0	17.8337857885281	11.9962122675	26.799062987
56	PyBDEI					0.05191320026940471	0.04070434398717569	0.06669030179019211	0.1684682094924735	0.1249085607807694	0.2064361247990546	0.10843520398532487	0.07665975696406177	0.14154249782869768		1.5536302169475624			9.222097282496332			19.262923395407675		
56	real	353.38659		1.0	0.0	0.052012893997770114			0.18246157832301516			0.11805447065931254			0.06207959311582401	1.5455711020853402			8.4706660782534			19.2260019225785		
57	PyBDEI					0.10293102552847017	0.08251572371936042	0.13324056631874504	0.895207888280507	0.6897978193054244	0.9916992276514052	0.17820564134038916	0.1309823667728013	0.23609543107819447		5.023454260746873			5.6114946332698175			9.715243726231073		
57	BEAST2			1	0	0.11445781056146306			0.8386330069341863			0.1825334916682861				4.5944062060578705	3.840889028278636	4.982168571120878	5.478446672226469	4.4613408995578165	6.663224378202722	8.73684369021725	6.765443940252898	11.127741968775338
57	real	54.5725083		1.0	0.0	0.122791979375173			0.7804033370149672			0.1925540167169268			0.219527252953044	4.05290603811312			5.193347908551281			8.14385438762776		
57	PhyloDeep			1	0	0.11917063687826715			0.828571931590794			0.1760756120536518				4.7057734	3.94120395667	5.0	5.67937824174816	4.64527093902	7.171783524510001	8.39132882222909	6.41196150388	10.6290043803
58	real	43.3643037		1.0	0.0	0.9136373886066594			0.3512756373109239			0.19289660605165185			0.331334667592652	1.8210565986674903			5.1841243890638			1.09452613528114		
58	PhyloDeep			1	0	0.810221128600746			0.36910400855531206			0.21994389051865737				1.6781735	1.48026945704	1.9359405348400005	4.54661412800267	3.6235421442	5.6598176374800016	1.23423095831505	0.467154661477	2.1392839501400003
58	BEAST2			1	0	1.1531355663374703			0.3386632003307449			0.19879456576156904				1.7035837928131898	1.5129096624507328	1.9355259097348447	5.0303185913008495	4.0944417807714695	6.135285341341021	0.8672007257361322	0.3751705513289241	1.4445891051673825
58	PyBDEI					0.9737813931778724	0.7132810466254176	1.419479720891686	0.3546725436921679	0.30735922933885934	0.4189131643249364	0.20947467466781045	0.16922704857183155	0.25193302708865845		1.6931523787045637			4.773846774488716			1.0269245305012091		
59	BEAST2			1	0	4.823469576795598			0.33407419669234106			0.13665400628853003				2.4446718085013903	2.0613285172493248	2.9224995348350054	7.31775106460186	6.331259174814671	8.512830522942233	0.20731964493167498	0.20029057043811566	0.23892863755927346
59	real	34.9643709		1.0	0.0	0.1903061449480532			1.698200128591848			0.5084974514619977			0.63595888224514	3.33964334277251			1.9665781944921599			5.254691067768539		
59	PyBDEI					0.1426805923408147	0.11397907032805542	0.18781053165992323	1.9198196035154451	1.6503434171886857	2.220566788664991	0.5829584593294989	0.4636063754020763	0.7271390500429528		3.2932356890807686			1.7153880932616874			7.0086616798684505		
59	PhyloDeep			1	0	0.1652913892391613			1.564058566621785			0.5182513973283301				3.0179534	2.43682011483	3.90612077579	1.9295654679469498	1.63874950093	2.2705793074900003	6.04992192638113	4.73263309896	7.51283537957
60	real	115.42479400000002		1.0	0.0	0.12300247803566698			0.2773905052899667			0.16309292888037394			0.880710646337615	1.7008125808656502			6.131473674946902			8.129917510361299		
60	PyBDEI					0.12635327961483608	0.1038057205314494	0.15300274587339524	0.2842946251301201	0.23892282187286898	0.33256275140758434	0.17442062852317988	0.14499702650901872	0.2092711940710844		1.6299369377191435			5.7332668071833215			7.914317721299436		
60	BEAST2			1	0	0.12704677072152998			0.2826476343928988			0.17243614407992913				1.63914378798614	1.4209373428934828	1.9020607422620508	5.799248210609901	5.088194765311543	6.630190180991286	7.87111702501963	6.868009781108445	9.09551085162046
60	PhyloDeep			1	0	0.12149110894386474			0.29539188714434966			0.18329561862068408				1.61156	1.38373234933	1.91194595974	5.45566777604991	4.72509117962	6.389122016569999	8.23105500223932	6.39863236851	10.2818326066
61	PyBDEI					0.11373238914590585	0.0703113275775242	0.1616485714030998	0.6584319873236397	0.532541816574642	0.9267062677213402	0.2264343124397143	0.16199730837107607	0.3095895468630053		2.9078277944246644			4.416291812073487			8.792570063019713		
61	PhyloDeep			1	0	0.12811936669834614			0.6167024882002324			0.21137748816562732				2.917541	2.28299136323	3.97987648881	4.730872756026121	3.79710313036	6.05634554415	7.805221222756081	5.61385363295	10.798155937
61	real	58.355254		1.0	0.0	0.07004997879593602			0.8778072703073914			0.21023903194279575			0.7442083574994129	4.17528211672053			4.7564906989872915			14.275521808694899		
61	BEAST2			1	0	0.11334260910769603			0.6693340870528607			0.22501557785825585				2.97461221762386	2.2421558466274782	4.0807433706185385	4.44413675496694	3.5353772344454377	5.624489075780576	8.82280730850142	6.5155640713129666	12.805200931355865
62	PhyloDeep			1	0	0.15218503185009205			1.34273121551535			0.34664016894729527				3.8735592000000003	3.03602849501	4.58152792514	2.88483588914949	2.33092401714	3.83794352763	6.570948455594749	4.77095917942	8.66873722037
62	BEAST2			1	0	0.16699550697894808			1.1623013960959958			0.31324905150818755				3.71047059999036	2.997006966008368	4.681473662652605	3.19234805400157	2.539590631280809	4.039537920696279	5.98818506012897	4.466673158221523	8.159104422217819
62	PyBDEI					0.16800016046134186	0.13516158798769412	0.21191159829966066	1.1583314949682606	1.0248808514190664	1.3204331206485673	0.31662116268783597	0.22755477571155508	0.413004723284323		3.658414633864148			3.158348581348376			5.952375267106413		
62	real	51.616508		1.0	0.0	0.1688781216486009			1.2178507935885243			0.3910850578661515			0.137429473566679	3.11403048797976			2.55698851154331			5.9214301428623495		
63	real	262.203442		1.0	0.0	0.021548245121064			0.4978410543960198			0.10492488597725393			0.07098842626741701	4.744737625961719			9.530627464458568			46.4074913934626		
63	BEAST2			1	0	0.03006235503918831			0.3945434979335987			0.10848567017005603				3.63682592654988	2.975430092757424	4.577021014521269	9.21780727751837	7.557521704718647	9.959454235020793	33.264193663351804	25.35336403780963	45.04504832145586
