node	GIN	LBR	SLE
root	0.9956640894041892	0.0012655260580966912	0.0030703845377140523
n0	0.9999876877829099	3.5935776852956764e-06	8.718639404792944e-06
n34	0.9999927738307981	2.109107985186215e-06	5.117061216796874e-06
n00	0.9999878921738157	3.5339219309851407e-06	8.573904253418418e-06
510	1.0	0.0	0.0
n3434	0.9999999883644178	3.395464645486067e-09	8.240117553204865e-09
n769	0.9999999966995234	9.941234896896118e-10	2.3063530754930776e-09
n1	0.9999876879993365	3.593514516712675e-06	8.7184861468985e-06
n22	0.9999998520271596	4.318896372565225e-08	1.0478387666354094e-07
n35	0.9999999928702976	2.080588140754211e-09	5.0491143374785124e-09
n49	0.9999988580985621	2.412291998178979e-07	9.00672237936977e-07
n769769	0.9999999999317396	5.2919539786660836e-11	1.5340890774401396e-11
n779779	0.9999997139306254	8.349572543964303e-08	2.0257364926854615e-07
n11	0.9999999929963018	2.0441755699523666e-09	4.959522579914259e-09
149	1.0	0.0	0.0
n3	0.9999998886764652	3.2492098516556375e-08	7.883143631613075e-08
n3333	0.999999866246356	3.903879434095938e-08	9.471484977736199e-08
n3535	0.999999986792156	3.854633472132686e-09	9.353210626463348e-09
n4747	0.9999999913273104	2.531305586507191e-09	6.1413840412265256e-09
n4949	0.9999987944551871	3.177227849964395e-08	1.1737725344287228e-06
387	1.0	0.0	0.0
n770	0.9999276249819219	7.210047316191014e-05	2.745449162061309e-07
n772	0.9999999999986757	5.32709085282437e-13	7.915283310400663e-13
390	1.0	0.0	0.0
388	1.0	0.0	0.0
n2	0.9999999999711874	8.409571104194254e-12	2.0403070260553877e-11
482	1.0	0.0	0.0
n33	0.9999996689175439	9.663332912703483e-08	2.3444912698421286e-07
492	1.0	0.0	0.0
508	1.0	0.0	0.0
509	1.0	0.0	0.0
n36	0.9999911103388682	2.5946332286224383e-06	6.295027903271838e-06
n4444	0.9999999668788339	9.667104038204921e-09	2.345406213414219e-08
n48	0.99999999990513	2.7689795257259996e-11	6.718022019970467e-11
395	1.0	0.0	0.0
443	1.0	0.0	0.0
n50	0.9989101839993116	1.449450131488584e-06	0.001088366550556906
389	0.0	1.0	0.0
n770770	0.9999437467340684	5.603874955223748e-05	2.1451637936980422e-07
n772772	0.9999999998368593	4.7676622533365567e-11	1.1546403730304861e-10
n779	0.9999998396966134	4.6787895127846876e-08	1.1351549131346266e-07
461	1.0	0.0	0.0
472	1.0	0.0	0.0
n4	0.9999999974219547	7.524563935673776e-10	1.8255890194330722e-09
n3131	0.9999994287028156	1.6674501421549217e-07	4.0455217019789526e-07
n3636	0.9999871082244226	3.762733932325283e-06	9.129041645129079e-06
n3737	0.9999999528517046	1.3761214612784509e-08	3.338708064299822e-08
n45	0.9999999012398798	2.8825203585385946e-08	6.993491662959102e-08
n46	0.9999999977198172	6.655189963691982e-10	1.6146638960626785e-09
441	1.0	0.0	0.0
n4848	0.9999999980229727	5.770366959925526e-10	1.3999905709536775e-09
n5050	0.42589702647043415	7.890341813532469e-06	0.5740950831877523
377	1.0	0.0	0.0
376	1.0	0.0	0.0
n771	0.9999999991633391	4.714008437058763e-10	3.6526003871945783e-10
374	1.0	0.0	0.0
n773	0.9999999875893346	3.6223125997453658e-09	8.788352836388142e-09
375	1.0	0.0	0.0
378	1.0	0.0	0.0
n44	0.9999999999814388	5.417470255266848e-12	1.3143717424575489e-11
473	1.0	0.0	0.0
n32	0.9999999982711651	5.045965260438282e-10	1.2242382217289914e-09
449	1.0	0.0	0.0
391	1.0	0.0	0.0
n37	0.9999999999934401	1.9146391304921787e-12	4.645244831078762e-12
n38	0.9999997342161614	7.757456390748852e-08	1.8820927467360129e-07
n4343	0.9999999509612618	1.4312979829112818e-08	3.472575824449564e-08
385	1.0	0.0	0.0
n4545	0.9999993413517749	1.9224023966946112e-07	4.6640798541149406e-07
n4646	0.9999999934625584	1.908088831693941e-09	4.629352676218747e-09
n47	0.9999992346341088	2.2338801920572504e-07	5.419778719685905e-07
393	1.0	0.0	0.0
394	1.0	0.0	0.0
n51	0.014572476487802964	5.095088973350078e-07	0.9854270140032998
n60	0.4258972140742125	7.923414265463428e-06	0.5740948625115221
n771771	0.999999999994345	2.854172180415532e-12	2.8008712089953503e-12
396	1.0	0.0	0.0
n773773	0.9999999787188688	6.2113432376928085e-09	1.5069787865228476e-08
n778	0.999999558403179	1.2888925450227797e-07	3.127075665133604e-07
476	1.0	0.0	0.0
n5	0.9999999999999812	5.469917052724026e-15	1.3270966773571315e-14
467	1.0	0.0	0.0
n3232	0.9999999978923597	6.151588453384827e-10	1.4924814817940917e-09
379	1.0	0.0	0.0
380	1.0	0.0	0.0
n3838	0.9999994970685655	1.4679104238763637e-07	3.5614039222056627e-07
n39	0.9999999626823823	1.0891926045755837e-08	2.6425691587701534e-08
408	1.0	0.0	0.0
412	1.0	0.0	0.0
386	1.0	0.0	0.0
442	1.0	0.0	0.0
384	1.0	0.0	0.0
382	1.0	0.0	0.0
381	1.0	0.0	0.0
383	1.0	0.0	0.0
n5151	0.02671484356877967	1.3019594624099596e-07	0.973285026235274
n5454	0.011388317078459142	7.209136021543421e-07	0.9886109620079387
n6060	0.42653400448880857	1.0318714533214032e-05	0.5734556767966582
n6161	6.933628562369102e-07	2.9090719540515273e-09	0.9999993037280718
397	1.0	0.0	0.0
392	1.0	0.0	0.0
