node	GIN	LBR	SLE
root	0.9963862701692457	0.0008141757365248678	0.0027995540942294
n0	0.999990454173662	2.1506810263293455e-06	7.395145311682425e-06
n34	0.999990148297073	2.21959720908055e-06	7.632105717999422e-06
n00	0.9999906214356136	2.112996797294206e-06	7.265567588974585e-06
510	1.0	0.0	0.0
n3434	0.9999999902884835	2.1879527460113315e-09	7.523563811173354e-09
n769	0.9999999928535622	1.9177552452782627e-09	5.228682521640398e-09
n1	0.9999904541268816	2.150691565910917e-06	7.395181552264267e-06
n22	0.9999998573433089	3.21406474199124e-08	1.1051604367122089e-07
n35	0.9999999933858811	1.490103057772618e-09	5.124015808805249e-09
n766	0.9999999952738304	1.0648091348605358e-09	3.661360374989637e-09
n769769	0.9999999960461663	1.0517475164152971e-09	2.9020862375636723e-09
n777	0.9999982316234322	1.7459789007350279e-06	2.239766718822244e-08
n11	0.9999999942362077	1.2985862443099588e-09	4.46520607417079e-09
149	1.0	0.0	0.0
n3	0.9999998871506277	2.5425038656672387e-08	8.74243336113545e-08
n3333	0.9999999151024277	1.9127479515536482e-08	6.577009273789606e-08
n3535	0.9999905673706969	2.1251776543907317e-06	7.307451648806936e-06
n4343	0.9999999691273107	6.955340627401075e-09	2.3917348575790588e-08
n766766	0.9999999596642425	9.087673003085885e-09	3.124808450058239e-08
n767767	0.9999999999340624	1.4855783070690864e-11	5.10818077089946e-11
n770	0.9999999431286298	1.2824208983249174e-08	4.4047161263688377e-08
378	1.0	0.0	0.0
n777777	0.9961527819576533	0.0038361604405488504	1.1057601797831267e-05
n778	0.999999862774967	1.267537821334755e-07	1.0471250822719715e-08
n2	0.9999999999770264	5.175970923763397e-12	1.7797644869402874e-11
482	1.0	0.0	0.0
492	1.0	0.0	0.0
n33	0.999999492195035	1.1440879647785803e-07	3.9339616849496506e-07
508	1.0	0.0	0.0
509	1.0	0.0	0.0
n36	0.9999892749395077	2.416363264690838e-06	8.308697227626997e-06
n37	0.9999999603488527	8.933429864648689e-09	3.0717717417680724e-08
n4444	0.9999991549716271	1.7479254945146663e-07	6.702358235737008e-07
n764764	0.999999250494732	1.6886403542098646e-07	5.806412325400358e-07
383	1.0	0.0	0.0
n767	0.9999999704893544	6.648768096999151e-09	2.2861877539965773e-08
n768	0.9999999941878481	1.3094816997217975e-09	4.502670242549793e-09
n768768	0.9999999945115491	1.2365516567734344e-09	4.251899319794554e-09
n770770	0.9999999651683107	7.847620953343447e-09	2.6984068373847878e-08
374	1.0	0.0	0.0
375	1.0	0.0	0.0
389	0.0	1.0	0.0
n778778	0.999999794201583	4.942852100311329e-08	1.5636989602735052e-07
390	1.0	0.0	0.0
461	1.0	0.0	0.0
472	1.0	0.0	0.0
n4	0.999999998622361	3.1038298890102965e-10	1.0672560358882978e-09
n55	0.9999999984017346	3.600902623988517e-10	1.2381751569966467e-09
391	1.0	0.0	0.0
n3636	0.9999999999945873	1.2195002854319378e-12	4.193267952619294e-12
n3737	0.9999999951137973	1.1008646964808737e-09	3.7853379019757315e-09
n3838	0.9999999604668726	8.906839907093402e-09	3.062628749492206e-08
n45	0.9999996584777744	2.112919760413538e-08	3.2039302795144664e-07
387	1.0	0.0	0.0
n765	0.9999997996587551	4.513701577567951e-08	1.5520422914920838e-07
441	1.0	0.0	0.0
442	1.0	0.0	0.0
385	1.0	0.0	0.0
386	1.0	0.0	0.0
382	1.0	0.0	0.0
381	1.0	0.0	0.0
384	1.0	0.0	0.0
n771	0.9999999921500985	1.7685882664730368e-09	6.0813131751031e-09
376	1.0	0.0	0.0
388	1.0	0.0	0.0
n779	0.9999999995023808	1.1212834194078973e-10	3.854907157623525e-10
n44	0.9999999979317523	4.659775848446766e-10	1.6022701236784265e-09
n5	0.9999999977715974	5.020605938816967e-10	1.7263420302095257e-09
n6	0.9999999999940702	1.3360064549928974e-12	4.593875973033824e-12
476	1.0	0.0	0.0
379	1.0	0.0	0.0
380	1.0	0.0	0.0
411	1.0	0.0	0.0
n38	0.9999999938448916	1.3867500425150267e-09	4.768358467011432e-09
408	1.0	0.0	0.0
n39	0.9999999993388116	1.489661951422335e-10	5.122222434669538e-10
n4545	0.9997471220433275	4.08647945706529e-07	0.0002524693087266556
443	1.0	0.0	0.0
n765765	0.9999996269869152	8.404009617270467e-08	2.889729885474659e-07
393	1.0	0.0	0.0
n771771	0.99999998482539	3.4188499711602942e-09	1.1755760025658521e-08
n776	0.9999996861200714	7.071735672280652e-08	2.4316257173538757e-07
n779779	0.999999999996438	8.026050359471908e-13	2.759439595735053e-12
396	1.0	0.0	0.0
463	1.0	0.0	0.0
505	1.0	0.0	0.0
449	1.0	0.0	0.0
467	1.0	0.0	0.0
n66	0.9999999999976088	5.387210593522073e-13	1.85239975876099e-12
473	1.0	0.0	0.0
412	1.0	0.0	0.0
413	1.0	0.0	0.0
n3939	0.999999998763416	2.7860318858831996e-10	9.579807697947709e-10
n41	0.9999999999540344	1.0356070866672074e-11	3.560948742608826e-11
n46	0.3145836258847069	1.2483994963064644e-06	0.6854151257157967
377	1.0	0.0	0.0
395	1.0	0.0	0.0
394	1.0	0.0	0.0
399	1.0	0.0	0.0
n772	0.9999999955766175	9.965910086937399e-10	3.4267914395173034e-09
398	1.0	0.0	0.0
n776776	0.9999999999986317	3.082897152026874e-13	1.0600582864328644e-12
392	1.0	0.0	0.0
397	1.0	0.0	0.0
n7	0.9999999999996618	7.616995085726444e-14	2.6193055716325803e-13
507	1.0	0.0	0.0
417	1.0	0.0	0.0
n40	0.9999998625525153	3.096700975876913e-08	1.0648047496248766e-07
n4141	0.999999998440121	3.51441791652271e-10	1.2084372752911508e-09
420	1.0	0.0	0.0
n4646	0.0026186753665621313	1.3483955294361358e-06	0.9973799762379084
n761761	0.5460414330313648	1.0326475612694775e-06	0.45395753432107383
n772772	0.9999999999980208	4.45893961662186e-13	1.5332123182200616e-12
421	1.0	0.0	0.0
400	1.0	0.0	0.0
401	1.0	0.0	0.0
n77	0.9999999999090745	2.0485578662387114e-11	7.043993471981381e-11
n88	0.9999999999999837	1.1671160847869358e-15	1.5156914789869154e-14
n4040	0.9999999366446746	1.427399696896252e-08	4.90813284430163e-08
432	1.0	0.0	0.0
n42	0.9999999627096509	8.401540474213823e-09	2.8888808673479427e-08
n4242	0.9999999998314617	3.7971792198249556e-11	1.305665125545918e-10
n47	4.864549595968579e-06	4.165553567088105e-08	0.9999950937948684
n48	0.00028021926958710205	2.1008704441992823e-06	0.9997176798599687
n762	0.5460625409685099	1.042541622786058e-06	0.45393641648986727
n764	0.9854521274091763	2.1216305935145515e-05	0.014526656284888454
n773	0.9999999999696899	6.828859773771457e-12	2.3481125166032597e-11
n774774	0.999999999999909	2.052081936426438e-14	7.056111034122338e-14
480	1.0	0.0	0.0
n8	0.9999999998702783	2.922637613010498e-11	1.004952830775794e-10
n9	0.9999999999991052	2.0157660664693521e-13	6.931744261997962e-13
n1010	0.9999999991585717	2.997969368522749e-11	8.114486842463035e-10
515	1.0	0.0	0.0
514	1.0	0.0	0.0
302	0.9845771520403976	0.0034747779069336177	0.011948070052668701
418	1.0	0.0	0.0
425	1.0	0.0	0.0
n43	0.9999999999999943	1.2847336912340143e-15	4.4175738861634695e-15
914	0.0	0.0	1.0
n4747	5.6039063192016446e-08	9.291716818126436e-09	0.99999993466922
n4848	0.00010742465131260343	3.125567393047134e-08	0.9998925440930134
n49	0.00024891514273500865	3.380128925264349e-06	0.9997477047283397
920	0.0	0.0	1.0
n762762	0.9988028274843274	6.337894172301939e-07	0.0011965387262554052
437	1.0	0.0	0.0
414	1.0	0.0	0.0
n773773	0.9999999999989223	2.4281808057642777e-13	8.349331999010976e-13
410	1.0	0.0	0.0
404	1.0	0.0	0.0
n775	0.9999999999999958	9.50927418366946e-16	3.2697765767936806e-15
477	1.0	0.0	0.0
481	1.0	0.0	0.0
n99	0.9999999999972445	6.208136420806339e-13	2.1346766634718912e-12
478	1.0	0.0	0.0
n1111	0.9999999936543297	1.275556546540239e-09	5.070113846572429e-09
n30	0.9981517677580721	1.1915587864573408e-05	0.0018363166540633703
416	1.0	0.0	0.0
419	1.0	0.0	0.0
422	0.0	0.0	1.0
431	0.0	0.0	1.0
415	1.0	0.0	0.0
919	0.0	0.0	1.0
n4949	0.00025746566593314296	3.3908582118482312e-06	0.999739143475855
n759	0.0001560794890450162	0.00012427228735606744	0.9997196482235989
n763	0.998906845996405	5.822680470522611e-07	0.0010925717355478978
317	1.0	0.0	0.0
n774	0.9999999999991523	1.9099128709429188e-13	6.567260811398853e-13
409	1.0	0.0	0.0
