	type	T	sampled_tips	observed_trees	unobserved_trees	mu	mu_min	mu_max	lambda	lambda_min	lambda_max	psi	psi_min	psi_max	p	R_naught	R_naught_min	R_naught_max	infectious_time	infectious_time_min	infectious_time_max	incubation_period	incubation_period_min	incubation_period_max
33	PyBDEI (forest)					0.16302202490925755	0.1538952999460016	0.17614766347493382	1.4116030683568892	1.3607458424294552	1.4637480816387791	0.4450092521833936	0.41753728998395506	0.47831047928879156		3.172075774674345			2.247144289907681			6.134140466949952		
34	PyBDEI					0.17875354238616506	0.17266364852367277	0.18503932048047445	0.27227491740941884	0.2623889202075065	0.28217634606080416	0.26408088225228554	0.2536599679862374	0.2739006439281072		1.0310285056882886			3.7867186426795767			5.594294729218169		
34	real	432.755764702192		108.0	0.0	0.17864185905425695			0.2696828284789141			0.26573029456229363			0.931273334593158	1.01487423149525			3.76321413276263			5.597792170849951		
34	PyBDEI (forest)					0.17779780828815803	0.1709593074538667	0.18511905552317917	0.2678657346959375	0.25584755563515243	0.279424950272047	0.2629990954231119	0.25196792016674985	0.2734410865208645		1.01850439548089			3.802294446645164			5.624366293533236		
34	PhyloDeep			1	0	0.17862121492919011			0.2810747451768101			0.2669162798054862				1.0530445927900756			3.746493097868532			5.5984391349953855		
35	real	297.5060105560148		5.0	0.0	0.10207126433031696			0.1792889974537792			0.12026071523796665			0.350139560960445	1.4908359483727496			8.315267359097637			9.797076646017231		
35	PyBDEI					0.1014464430033139	0.09662556721537299	0.10648186311298319	0.181022035982112	0.175489861849617	0.1887103820307332	0.12104933739955542	0.11575266926483167	0.126566373813697		1.4954401227707736			8.261094372613005			9.857418066075846		
35	PyBDEI (forest)					0.10291204384145716	0.09669801059360396	0.10933546365986793	0.17990664585656868	0.1694657570990978	0.1898997049778389	0.12104294759119785	0.11459048981674257	0.12868391278575458		1.4863042369405366			8.261530472451245			9.717035661448591		
35	PhyloDeep			1	0	0.10176441700951268			0.18348897164719796			0.12214467167145973				1.5022265739167067			8.187012878382149			9.826617489554552		
36	PyBDEI					0.05527844206900801	0.051140240443855005	0.060291053863778164	0.4329883876247048	0.41208256652510145	0.45669169021046757	0.11336754199214852	0.10590196756923818	0.12133441373774771		3.819332941475367			8.820866911529729			18.090234865006305		
36	PyBDEI (forest)					0.054593101722608665	0.049920175210175	0.05835261504872834	0.4290398309381992	0.414493755144038	0.44774074007964265	0.1098502926942095	0.10178235929224408	0.11863733676432991		3.905677631032976			9.103298457143874			18.317332564855338		
36	PhyloDeep			1	0	0.052929601717250495			0.46040766086769835			0.11714665480655606				3.9301818872076906			8.536308626578345			18.89301954966508		
36	real	97.99815208752779		18.0	2.0	0.052300244692993006			0.4425895541035865			0.11258805211421714			0.344795403114044	3.9310525921044706			8.881937125846449			19.120369433643898		
37	real	175.8582361017389		11.0	3.0	0.2259720048368999			0.27136543217474685			0.1974622196477748			0.501978464893768	1.37426507540935			5.0642598963171785			4.42532693694412		
37	PyBDEI (forest)					0.23188657558467396	0.21981825417744127	0.24276117583450343	0.2688501683036386	0.25736589732983167	0.27978386800297833	0.19887787218514155	0.18862118842325362	0.20874412624133656		1.3518355026111588			5.028211479802383			4.3124531787949385		
37	PhyloDeep			1	0	0.2440425481444918			0.2664821810520421			0.19053129543865155				1.3986268263097263			5.248481608744355			4.097646117872543		
37	PyBDEI					0.2340028420643797	0.21796035093764715	0.2470661849901831	0.26792809534184137	0.2545470228764155	0.2817521654521689	0.19159362499390148	0.179745394222579	0.20317907941076194		1.398418633972658			5.2193803422834675			4.273452369971115		
38	PhyloDeep			1	0	0.05199439394789965			0.62686110857004			0.200944275442451				3.1195768438278724			4.976504047194879			19.232842698427024		
38	PyBDEI (forest)					0.05087200263501214	0.04779834374652727	0.05412957980818661	0.6407103877514593	0.6196136363450105	0.6621635829888757	0.20916219611478698	0.19837514353794208	0.22022518886421405		3.0632227030158026			4.780978678628934			19.65717778351741		
38	PyBDEI					0.05035985024222635	0.04754858877089236	0.05302559638785334	0.6445782909750685	0.621896065037595	0.6649886468812958	0.2092218983741333	0.19921418199948945	0.21884921796305418		3.080835686819098			4.779614408295767			19.857088438311273		
38	real	111.85486553629791		2.0	1.0	0.050113610275174005			0.6417996914954106			0.20856113686408576			0.6273096415059279	3.0772736529224805			4.7947571394937105			19.954658914195097		
39	PyBDEI					0.02500274259448264	0.023955718450987096	0.026071499994083005	0.1748314681088502	0.16901648854811893	0.1806382178686242	0.11151775003706672	0.10724633733257857	0.11573182146937432		1.5677456552946865			8.967182351398016			39.995612330171745		
39	real	564.5480633812638		8.0	0.0	0.024827203645465			0.17458672480446452			0.11109818878748556			0.9395324424236692	1.57146328585449			9.001046829960949			40.27839841651529		
39	PyBDEI (forest)					0.025063903053722397	0.023946536242352788	0.02616996148036513	0.17411535910515571	0.1679498198111459	0.18104311323990313	0.11046895670726836	0.1061244462259072	0.11506035532606043		1.5761474019035404			9.052316866265873			39.89801579812143		
39	PhyloDeep			1	0	0.025560752166297742			0.16906978095111044			0.1059719356988621				1.595420333092263			9.436460638424837			39.12247939708581		
40	PyBDEI (forest)					0.09807047497479264	0.09008836216798957	0.10666207275288161	0.5084303889677225	0.4893389303297582	0.5290067655357902	0.114694094372814	0.10695566546130997	0.1232297053716307		4.432925616161769			8.718844727519206			10.19674882024415		
40	PhyloDeep			1	0	0.10381277220688448			0.4964120051474159			0.12202712788031689				4.068046292413703			8.194899096377906			9.632726096622664		
40	real	81.40613776052744		1.0	0.0	0.10101353208345801			0.4931174510008709			0.11868218730664197			0.629964716453568	4.154940705017441			8.42586425725603			9.899663731922509		
40	PyBDEI					0.10171952891964213	0.0946878692458725	0.10972253003946673	0.492595394064503	0.47442040868705376	0.5103467391268575	0.11893549643491548	0.11089847828339709	0.1274337546151827		4.141702089199785			8.407918829743357			9.830953904534836		
41	PyBDEI					0.21764582650691905	0.20741390011278685	0.2318071898812469	3.2954256387387164	3.2035528216556046	3.357821174674215	0.8223279850206122	0.761867531417025	0.8839286755723232		4.007434623128038			1.2160597939214417			4.5946206093146		
41	PyBDEI (forest)					0.21296830843336803	0.19334295687023142	0.2256363450622346	3.308055257940792	3.2326058982885	3.5678026868296895	0.8194801939551833	0.7613104166980128	0.890771009150605		4.036772679001083			1.2202857462284062			4.695534313796143		
41	real	23.867506621762146		10.0	5.0	0.218092332313404			3.2091423858191845			0.7891899301837478			0.063667672771548	4.06637523247667			1.2671220979304298			4.58521392931401		
41	PhyloDeep			1	0	0.2526342121355741			2.9580896311748455			0.7768907625954924				3.807600467911663			1.2871822502550143			3.9582920759099647		
42	PyBDEI					0.26390658039044	0.25136947031632817	0.28380374555741633	2.7502470060578883	2.566882657094534	2.827372177441335	0.6571154092400618	0.6198238884278884	0.6967473352655271		4.185333302773226			1.5218026939232423			3.78921964931885		
42	PhyloDeep			1	0	0.2797363334565035			2.721836230383114			0.6594113228681863				4.1276759072685785			1.5165041383432478			3.5747948349923266		
42	real	18.03448883989523		22.0	7.0	0.2466071196833712			2.8955489207270437			0.6368477290269376			0.279079521428259	4.5466895597653405			1.5702340676128903			4.05503296613634		
42	PyBDEI (forest)					0.2571594346186118	0.23871164137093262	0.2813625855353108	2.789627791857019	2.620605014025899	2.9082278538340467	0.6464663236240125	0.6009996125559671	0.6986240731107711		4.315194295379071			1.5468709868661374			3.888638196312264		
43	PyBDEI (forest)					0.02419706890965261	0.022494134826195524	0.02631223228255743	0.5345699393831324	0.5122597235316793	0.5793498178159866	0.1120104683064478	0.10468104752277377	0.11960026232197378		4.77249981600479			8.92773697958404			41.327319591220544		
43	PyBDEI					0.02655976456985944	0.024976083523952697	0.028025908260128275	0.4811826679168466	0.4635271282486283	0.5106306639886018	0.10410900897143223	0.09794052182761767	0.11045877603305243		4.621911904366359			9.605316676046764			37.65093615079783		
43	real	119.29107034946772		12.0	1.0	0.025101839417242998			0.5101451072539642			0.10614102454951582			0.776957855461345	4.80629529834599			9.42142780554648			39.8377180005812		
43	PhyloDeep			1	0	0.030396284423652824			0.4335153253295602			0.10342208231335365				4.19170950374092			9.669114928184753			32.89875782389546		
44	PhyloDeep			1	0	1.0146896406108619			2.166760356071846			0.8554169057938829				2.532987530870635			1.1690206181650509			0.9855230210076664		
44	PyBDEI					1.0602446059954127	0.9937461536874965	1.1297084333602088	2.103314764381162	2.0022828260820953	2.1948061474961347	0.9131330659659118	0.8652115381279039	0.9634185228723927		2.3034044464880665			1.0951306411647683			0.94317857817456		
44	PyBDEI (forest)					1.0155466367496413	0.9504129627641249	1.0790089297029328	2.1836653975728666	2.0846020294149334	2.285171820849785	0.9404085575953192	0.8873336844956635	0.9950179085661315		2.322039054128377			1.0633676096664408			0.984691361098492		
44	real	13.526006279468367		10.0	1.0	1.0171827845877903			2.0787965886559667			0.8503840099849905			0.8341353021594431	2.444538660472529			1.17593932653749			0.983107476013022		
45	PyBDEI					0.33955413768982545	0.303610755450721	0.39126447187841085	0.5270554796429139	0.49300374688045456	0.5561898728972878	0.11231172597673524	0.10420686064523926	0.1207184720431063		4.692791202871288			8.9037897984681			2.945038475465364		
45	PyBDEI (forest)					0.3731344658256902	0.3472477527155435	0.40311249865408394	0.5041341663300463	0.4827884806635137	0.516993719586836	0.10769286108000486	0.09765283217289222	0.11709168850054957		4.681221775281147			9.285666570387628			2.6799990126539264		
45	real	53.363006489331205		2.0	0.0	0.3605861590513078			0.5117192546458804			0.1071640303132273			0.09000617059791301	4.77510273876587			9.33148927935169			2.77326229778473		
45	PhyloDeep			1	0	0.30273738686041346			0.5960659862456196			0.13731921673538475				4.34073249481348			7.282301951423216			3.3031929434638387		
46	PyBDEI					0.5364442285262432	0.5068730359698908	0.5864846410273559	0.5683878945583614	0.5332384600263793	0.589658808332567	0.258494755392826	0.24189183169381498	0.27654425190248966		2.1988372402163483			3.8685504411117857			1.8641266823715663		
46	real	37.65407278621598		15.0	5.0	0.5087228651887723			0.5836956750750815			0.2607110029969161			0.539501293138565	2.2388609163610402			3.8356647341494403			1.9657068090087302		
46	PyBDEI (forest)					0.5209487007752802	0.46636244217098377	0.568364309332172	0.5638153501243695	0.5338201696711328	0.6038019027253544	0.26425575309578675	0.24626291194300484	0.2843035285543913		2.133597257653645			3.7842127873655893			1.9195748036453333		
46	PhyloDeep			1	0	0.5148656715162996			0.6018773410971123			0.2672796791460744				2.251863452620252			3.7413992833083176			1.9422541748704296		
47	PyBDEI					0.2072214483112101	0.19393749421206236	0.22292057648282937	0.3991055715547138	0.3804067547733815	0.41807632603099165	0.1801369408892002	0.16995375729053844	0.19009237612894148		2.215567609756392			5.5513321979587			4.825755288121413		
47	PyBDEI (forest)					0.21480525617580287	0.19803366604368164	0.23566957448466028	0.3893348814681337	0.366638906216529	0.4146577778306	0.17217909403676004	0.16074503090009704	0.18403923158035346		2.2612204091689034			5.807906038734885			4.655379564741986		
47	real	72.86169805884046		8.0	2.0	0.2166376585402171			0.3863902700850797			0.1738321219851434			0.434385290645901	2.2227783085919106			5.752676712336661			4.61600262271279		
47	PhyloDeep			1	0	0.20582378262379775			0.40922334479730954			0.18208990606914208				2.2473697396599333			5.491792607220557			4.8585250317150575		
48	PyBDEI					0.0586181681987289	0.05478592365505384	0.06275238360134697	0.8786350580977945	0.8474044736520967	0.9100853538189337	0.227680099439648	0.214640001362169	0.24107286485980375		3.859077100986148			4.392127386017211			17.059557313523904		
48	PyBDEI (forest)					0.05868931243470823	0.05604955934050504	0.06190738149424111	0.8586163578703508	0.8322861552290156	0.8852395028956539	0.21624943264623173	0.2055560947000765	0.22768985016612264		3.970490684592845			4.624289588939301			17.03887741251865		
48	real	83.97935847358842		5.0	1.0	0.05767667825069811			0.8820970383435556			0.21749798717658891			0.566260800361252	4.05565609960046			4.5977436986030105			17.3380303847144		
48	PhyloDeep			1	0	0.06284411870339424			0.8413786951750882			0.22299725792457312				3.7730450275746317			4.484360073782796			15.912387994805147		
49	PhyloDeep			1	0	0.04593890205113375			0.16515686768514867			0.11929051278339856				1.384492897478208			8.38289631477859			21.76804310401059		
49	real	550.1689305204492		9.0	4.0	0.04536850292246408			0.16741114593183973			0.12106757480438787			0.257488166109756	1.3827909430112102			8.25984993600249			22.041723565554395		
49	PyBDEI (forest)					0.045647820170832736	0.04370197128468728	0.047589642758271836	0.16489230615685904	0.1566906061937321	0.1706384312627783	0.11764363777297053	0.11233804753363479	0.12318050775915261		1.4016253600986848			8.500247178090554			21.90685111047127		
49	PyBDEI					0.04530625312629468	0.0430235052110968	0.04765769372442993	0.16817344787831282	0.16274883117665154	0.17584118514232328	0.12066103454578585	0.1142430260483024	0.1267017977862356		1.393767660880597			8.287679645416446			22.072008409356275		
50	PyBDEI (forest)					0.1393830504497052	0.1340004869890235	0.14473521533066286	0.6448209600600094	0.6179760195832849	0.6702517851027484	0.5367096967780812	0.5113234621445774	0.5587253130771499		1.2014334079129374			1.8632046449003885			7.174473487081838		
50	PhyloDeep			1	0	0.1377819876517061			0.632264466901956			0.5287578289312153				1.1957543364983552			1.8912249526807243			7.257842748849453		
50	PyBDEI					0.1365257391366596	0.13112265732653747	0.1420095552424764	0.6551499812734576	0.6196408507994389	0.6875239398862412	0.5480397448255742	0.5180948435882755	0.5703733060708495		1.1954424609878862			1.8246851792077088			7.324626157116201		
50	real	272.59441852812364		1.0	0.0	0.138268211809818			0.648042814975751			0.5436417787985565			0.28866648045017795	1.19204012687899			1.8394465602146899			7.232320335316531		
51	PhyloDeep			1	0	0.22516777445644323			1.4903405572755586			0.4790728909019497				3.1108847642572655			2.0873650314825825			4.4411328504445535		
51	real	31.60456069658721		10.0	1.0	0.23083118039168324			1.4158988741153629			0.4788558566758258			0.41069160617170297	2.9568373329385698			2.08831109833742			4.3321703692853		
51	PyBDEI (forest)					0.2180868265019403	0.1998729923042374	0.23157181143737188	1.498879385576202	1.4141561242834233	1.5734700745082955	0.4924213826155313	0.46184369973421197	0.5269813530711391		3.0438958146268904			2.0307810247565383			4.585329687444936		
51	PyBDEI					0.2336457865624151	0.21654459027570147	0.2491628420325579	1.4243889583632454	1.3451566251452602	1.4922260811938883	0.4823992574879938	0.4563577865084847	0.5101350540727385		2.9527179742781766			2.0729716816052277			4.279983023502393		
52	PyBDEI (forest)					0.16543806862291655	0.15502214712599946	0.18424676295890932	0.8769224019272323	0.8257556722693383	0.9084745557879728	0.2068144258419783	0.18911743495482325	0.22525017762706406		4.2401413651737565			4.835252647047334			6.044557992751371		
52	PyBDEI					0.17558430649046672	0.16166023340631408	0.18644854958930465	0.851018033739239	0.8284559728908436	0.9053902150167275	0.2052251980036263	0.18654142139476962	0.22358419542135177		4.146752163076006			4.8726959931222975			5.695269810769192		
52	PhyloDeep			1	0	0.1652717712184309			0.9483354319611266			0.23397972308998177				4.0530667334640125			4.2738746195345705			6.05064006168575		
52	real	45.83333816690852		14.0	6.0	0.157950507269514			0.9219938597309054			0.21559957509482972			0.06056769338979099	4.276417795931991			4.63822806496793			6.33109710938554		
53	real	61.701582277268656		8.0	2.0	0.13756376622846495			0.5610734557865708			0.12890198043790418			0.117591641176865	4.35271400703464			7.757832708254851			7.26935607694258		
53	PyBDEI (forest)					0.14347972440134096	0.13131319681693576	0.15513738771934196	0.5431424537552277	0.5242496795012153	0.566624096483344	0.1329278985825009	0.1216571371623855	0.1422392488453109		4.085992929604086			7.522875262933281			6.969625876913478		
53	PhyloDeep			1	0	0.1391079463477916			0.5787247330167775			0.13722794782999187				4.217251239038745			7.287145336013287			7.188661943867992		
53	PyBDEI					0.1347851986988251	0.1266320382111747	0.1433539777576688	0.5681434327189164	0.5544353227511887	0.5893102935949761	0.12839006901904584	0.11998279978826024	0.13786146746166938		4.425135347770831			7.788764408652638			7.4192122699947225		
54	PhyloDeep			1	0	0.084982373503385			0.3012876958267814			0.14555288010588963				2.069953515228244			6.870355291303756			11.767146041880887		
54	real	131.29168113575062		15.0	4.0	0.08871509305463961			0.28402354783504197			0.1438108095894452			0.571322235379891	1.9749805222978698			6.95358021316218			11.2720391262409		
54	PyBDEI					0.08666863383651267	0.08155436064376079	0.09176778609393782	0.2917348662016047	0.2817348662016047	0.3029061191779977	0.1455586802701569	0.1386741917098154	0.15402576284216807		2.004242314234677			6.870081524124843			11.538199643095211		
54	PyBDEI (forest)					0.08565339755325288	0.08032104728801966	0.09058307464223353	0.28511669696218284	0.2741813658150406	0.29856352958336685	0.1425583682890165	0.1348913694296172	0.1506045013148263		1.9999997221078591			7.014670636329425			11.674960113266668		
55	PhyloDeep			1	0	0.2564656270672342			2.2962762613043797			0.5339766668141036				4.3003307148321435			1.8727410056442333			3.8991579941347982		
55	PyBDEI (forest)					0.2730051834058716	0.2545391694391456	0.28963985933545566	2.12355322474524	2.0422551196334364	2.2332202747844123	0.5025821230794959	0.47009022191679417	0.53596241614447		4.225286032327392			1.9897245725189177			3.662934115479116		
55	PyBDEI					0.2554579282788155	0.23665046372884646	0.2724649870913923	2.297715415776917	2.2213588485238533	2.3999132423128087	0.544697440353321	0.5181025173856751	0.5723685793601674		4.218333418799419			1.8358815847405936			3.9145389095482135		
55	real	18.846334633582508		6.0	0.0	0.2599024943443348			2.242600085634396			0.5056134603067169			0.8474586090916709	4.43540423997807			1.97779544752107			3.84759677864091		
56	PhyloDeep			1	0	0.051325232771539775			0.19127501191129156			0.12263901269586716				1.559658771761601			8.154012153374904			19.483594053069886		
56	PyBDEI					0.0512466534285682	0.048838075144309906	0.0539073205721337	0.1832580745337907	0.17676103401711535	0.19565872933186496	0.11826315808566434	0.11282123663238579	0.12557411169522265		1.549578731873937			8.455718722441405			19.513469331102414		
56	PyBDEI (forest)					0.04968849780269497	0.04741068823299925	0.05211285752796803	0.19341986358097474	0.18602855800212514	0.20444712596240894	0.1238328777516648	0.11849947443322928	0.13033329723743664		1.5619427335675755			8.075399830450571			20.12538201438166		
56	real	482.20431988214966		4.0	8.0	0.052012893997770114			0.18246157832301516			0.11805447065931254			0.06207959311582401	1.5455711020853402			8.4706660782534			19.2260019225785		
57	PyBDEI (forest)					0.12537240495005425	0.11713741034024588	0.13871996096313666	0.7733875169011393	0.7294541311854916	0.8058342066629702	0.18827468680057646	0.17363012701097835	0.20518177203018112		4.107761537377159			5.311388466465572			7.976236879226965		
57	PyBDEI					0.12812737290447007	0.11565514104208657	0.13710214186908384	0.7824775923454409	0.7592046541483299	0.8300111857202181	0.1956521183960164	0.180510146643822	0.21255628396614512		3.999331051257213			5.111112561408182			7.804733503320838		
57	PhyloDeep			1	0	0.13008342623988944			0.8061735942784783			0.20192718092646342				3.9923976087798976			4.952280299323219			7.687374394305083		
57	real	48.885576007005575		23.0	10.0	0.122791979375173			0.7804033370149672			0.1925540167169268			0.219527252953044	4.05290603811312			5.193347908551281			8.14385438762776		
58	real	59.54129076995122		13.0	6.0	0.9136373886066594			0.3512756373109239			0.19289660605165185			0.331334667592652	1.8210565986674903			5.1841243890638			1.09452613528114		
58	PhyloDeep			1	0	0.6249388153059713			0.42413560465691			0.23275099841554794				1.8222719023514935			4.2964369940730585			1.6001566481518643		
58	PyBDEI					0.9243692409523928	0.8653256799213576	1.0234155470228385	0.35235903624181353	0.3436680755953501	0.3609131996077227	0.19497141506758547	0.18747496740488123	0.20282131644006657		1.807234338016528			5.128956978915894			1.0818187751138102		
58	PyBDEI (forest)					0.9129857397053376	0.7815903503110901	0.9927062640543889	0.3574481779481578	0.34645688310704376	0.3844184321196578	0.19789288441349054	0.18723952954909	0.21015156688376257		1.8062709986139864			5.053238791095357			1.0953073596995568		
59	real	31.10978035138061		8.0	0.0	0.1903061449480532			1.698200128591848			0.5084974514619977			0.63595888224514	3.33964334277251			1.9665781944921599			5.254691067768539		
59	PhyloDeep			1	0	0.1830732636896902			1.7796142492808642			0.5056086334644244				3.5197465618554973			1.9778143287388343			5.462294055646505		
59	PyBDEI					0.1877302444376376	0.17900871849592	0.19917813232182568	1.756070970635941	1.679858703326028	1.847225861006146	0.5248528612154755	0.4997164674066845	0.5504523130297949		3.34583480514741			1.9052958912792424			5.3267921905476		
59	PyBDEI (forest)					0.1892484079435828	0.1775529591837485	0.2035346466180335	1.7292160108980223	1.664237599521327	1.795845978599153	0.5221853707824162	0.4910978900970448	0.5538450443593489		3.3114983828578963			1.9150287540641944			5.284060303947771		
60	PhyloDeep			1	0	0.12657879561595492			0.26760667281154094			0.15576031872786472				1.7180670596796068			6.420120401442817			7.900217371589153		
60	PyBDEI (forest)					0.12162852767704625	0.11531021889086847	0.12802983019168068	0.2756469966255255	0.26381356862187644	0.2876470368510826	0.16380740082495915	0.15570276780462708	0.17182269698683558		1.6827505670520686			6.10473028058468			8.221755365281135		
60	PyBDEI					0.1241184113921742	0.1175487112146943	0.13094956142637407	0.2697397436984727	0.257299454358935	0.2814608214364436	0.159725660011965	0.15154031627681486	0.16784374529000512		1.688769003541864			6.260734811958768			8.056822422906478		
60	real	157.60533187949164		4.0	0.0	0.12300247803566698			0.2773905052899667			0.16309292888037394			0.880710646337615	1.7008125808656502			6.131473674946902			8.129917510361299		
61	PyBDEI (forest)					0.07400359640375087	0.0699019705052289	0.08014609821698643	0.8332018257062963	0.7974982790667924	0.8635097069216228	0.21256058350642165	0.20055053919848842	0.22525580008693838		3.9198322283544376			4.704541093667957			13.512856787988687		
61	real	66.25582015289372		8.0	2.0	0.07004997879593602			0.8778072703073914			0.21023903194279575			0.7442083574994129	4.17528211672053			4.7564906989872915			14.275521808694899		
61	PhyloDeep			1	0	0.07118424510189807			0.8623766536655472			0.2093125339050987				4.120043064676406			4.777544762099126			14.04805232630522		
61	PyBDEI					0.06779980118416702	0.06373005584962621	0.07191804224769226	0.8910490236936104	0.8579985667501492	0.9317280116884485	0.2122691263736364	0.1994724135657343	0.22542711875267155		4.197732562036293			4.711000686175146			14.749305787544484		
62	PyBDEI (forest)					0.16935678251760225	0.15878560185833476	0.18101010020460925	1.2019433320152542	1.172316894752097	1.251695013154233	0.3859932915655474	0.3598129714820531	0.4158641604563007		3.1138969466031408			2.5907186001707627			5.904694132318346		
62	real	53.30374419348449		2.0	1.0	0.1688781216486009			1.2178507935885243			0.3910850578661515			0.137429473566679	3.11403048797976			2.55698851154331			5.9214301428623495		
62	PhyloDeep			1	0	0.15742372090241977			1.3248882209764035			0.400440732143553				3.3085750639908618			2.4972484558376853			6.352282834299523		
62	PyBDEI					0.16381408820466006	0.15234416135988318	0.17853362876829357	1.2590105880855178	1.1674820503568868	1.3238371746646687	0.4010412093259657	0.38015200364216734	0.42601178219571667		3.1393546568482344			2.493509337059677			6.1044810672855965		
63	real	166.127620452883		30.0	7.0	0.021548245121064			0.4978410543960198			0.10492488597725393			0.07098842626741701	4.744737625961719			9.530627464458568			46.4074913934626		
63	PhyloDeep			1	0	0.02734473351159387			0.40332223817183305			0.09957827893268185				4.0503033642958615			10.042350708592107			36.57011320209103		
63	PyBDEI					0.02071269156302676	0.019628011006663306	0.022472741987725614	0.5099502443981655	0.4975909178353457	0.5224715576852698	0.10579988996479757	0.09682240001656642	0.11543765521024762		4.819950612121047			9.45180567137382			48.27957761824893		
63	PyBDEI (forest)					0.02042693484130685	0.019488961077228827	0.021640167177928753	0.518283239983111	0.505559657604942	0.5330661191540893	0.10599208476858936	0.09807668779920288	0.11546227926048756		4.889829661475852			9.434666769535502			48.9549708641467		
64	real	1997.7037838244964		8.0	6.0	0.037711049563551036			0.19818840296493945			0.18508160601107848			0.524067573402039	1.0708163130650403			5.4030220590377995			26.517426896718693		
64	PyBDEI					0.037689178900370685	0.036377347473872994	0.03903375011665785	0.1940844008313001	0.18611910987398736	0.20234077559001504	0.18379936433868554	0.1748931302292975	0.19199990595538735		1.0559579546404874			5.440715225528791			26.5328147010962		
64	PyBDEI (forest)					0.03717624798180708	0.035926506889990883	0.038474012807461454	0.1971018928333424	0.18952419241112176	0.20500865482867495	0.1856928256506424	0.176721480862997	0.19371814693357917		1.0614405383876526			5.38523767138626			26.898895243257734		
64	PhyloDeep			1	0	0.038420550769320036			0.18229526244004404			0.16850897042642138				1.0818134012612841			5.9344021714063295			26.02773723896041		
65	PhyloDeep			1	0	0.5295275449885979			1.9290528219341856			0.4829887132678368				3.993991513554164			2.070441756773433			1.8884758865972355		
65	real	13.469669655453119		26.0	0.0	0.5433503868218993			1.8734368773331291			0.4508041590666495			0.7316640407464409	4.15576662205583			2.2182581502140803			1.8404330322631801		
65	PyBDEI (forest)					0.5695424237170792	0.5186297224327721	0.6218029116422228	1.7944564348610033	1.7106345944761692	1.889938994226859	0.4614112816355329	0.42997608475657945	0.49507809754790033		3.889060597955726			2.1672638702187097			1.7557954567696104		
65	PyBDEI					0.5780484850690157	0.5422487815714148	0.6165808879381198	1.815088492020512	1.759346352730878	1.8877525346473298	0.4873626891716531	0.4613059036391106	0.5152733562671712		3.724307445663373			2.0518599848085457			1.7299586900233908		
66	PhyloDeep			1	0	0.04976586897236958			0.5177660906560195			0.1690515776843104				3.0627699412714393			5.91535443619116			20.094093012928365		
66	real	108.14449134408424		19.0	2.0	0.051294469765019016			0.4881489139098705			0.16262423028674672			0.669291842439362	3.0016985356311494			6.149145168814959			19.4952790150872		
66	PyBDEI (forest)					0.05185733645710645	0.04840525111165649	0.05555790024403494	0.4963913080710693	0.47624836631991424	0.5169717742716717	0.17635199026702064	0.16582401650099257	0.18762635012827994		2.8147757636274253			5.670477540320728			19.283674564102327		
66	PyBDEI					0.052420041896079135	0.04874021387205576	0.056135055249024735	0.483878808546641	0.4659586403958649	0.5021933564596752	0.16604701674928993	0.15670030210839886	0.17530555768946907		2.914107209027652			6.0223906431867675			19.07667304010295		
67	PyBDEI					0.0863396551280095	0.08292144243269782	0.08958526408005506	0.4528787088128896	0.4339987690356572	0.46820208306143346	0.3570730435539882	0.34149527353577197	0.3731925400475549		1.2683083111100653			2.8005474455503205			11.582163474215562		
67	PyBDEI (forest)					0.08436618089052761	0.08039143527216124	0.08842784373129989	0.4611456131112751	0.4426299162278183	0.4838472824914146	0.3605132615178594	0.34578397993954885	0.3806831611403954		1.2791363379247849			2.773823064898436			11.853090769838051		
67	PhyloDeep			1	0	0.08746874051980592			0.4378696321407958			0.34789973217598996				1.2586087071757022			2.8743914050906367			11.432655758585728		
67	real	255.9646171204798		23.0	6.0	0.08646411798231522			0.454177439001677			0.3533654138431573			0.526703751306	1.2852911496405406			2.8299317387180802			11.5654912504229		
68	PyBDEI					0.07249333996817854	0.06771434966367634	0.07662231304776071	0.99324794916303	0.9377337778043111	1.0315652927247512	0.248561240677851	0.2308879418460159	0.26225028083124213		3.9959888615551837			4.023153397822209			13.794370633756936		
68	PyBDEI (forest)					0.07009445531105632	0.06508043296052946	0.07541177279948885	1.0208662877653376	0.9613057067605572	1.0811310873298108	0.259741546620293	0.24073410239089038	0.2817427131616232		3.9303157351939007			3.8499809253152124			14.266463667665667		
68	PhyloDeep			1	0	0.07988275946727942			0.9501368909966149			0.2498959341289188				3.8021302519730025			4.001665747327086			12.518345719010966		
68	real	79.12208515188864		4.0	2.0	0.07226518535204791			0.9954866608963896			0.25075341189139755			0.177217400892237	3.9699825154424597			3.98798162887253			13.837922024670503		
69	real	71.5183133783643		3.0	1.0	0.07909186716948975			1.163763128745235			0.3132835616540036			0.35063685813030804	3.7147277137717087			3.191996396875809			12.6435250018444		
69	PyBDEI (forest)					0.07538602855869944	0.06944937564978997	0.07998405430708229	1.2059304978609446	1.1689523041070755	1.2610527555811466	0.3040336447288166	0.2878350966285911	0.3228314315986316		3.9664376583603977			3.289109667096061			13.265057453203658		
69	PhyloDeep			1	0	0.08703096829936809			1.0990097492345792			0.3023000565110733				3.635493032712425			3.3079715946509256			11.490162864329074		
