	type	T	sampled_tips	observed_trees	unobserved_trees	mu	lambda	psi	p	R_naught	infectious_time	incubation_period
19	real	86.6820395		1.0	0.0	0.0632796277062431	0.7341348163315163	0.1674935987226959	0.5576676637930279	4.383061931500782	5.970377421143182	15.802874262190723
19	PyBDEI (p)					0.0655520352385221	0.7236506299956046	0.1661080971838845	0.5576676637930279	4.356504241900446	6.0201761199695305	15.255056480875565
19	PyBDEI (lambda)					0.0616586855412439	0.7341348163315163	0.1592366128588185	0.5940361435236584	4.610339312997136	6.279962767649512	16.218315249861963
19	PyBDEI (mu)					0.0632796277062431	0.7134233965179205	0.1573381923449782	0.6000389223980511	4.534330704357371	6.35573591571085	15.802874262190702
20	real	220.279452		1.0	0.0	0.0496271699862989	0.4778842627671259	0.213452735658054	0.5988352752009151	2.23882941248729	4.684877881359062	20.150252377398925
20	PyBDEI (lambda)					0.0499063009948021	0.4778842627671259	0.2147651192084596	0.5976530147221064	2.2251484064471025	4.656249598098656	20.037549969975792
20	PyBDEI (p)					0.0500971761702439	0.4749001581229571	0.2140062712610211	0.5988352752009151	2.219094586923234	4.672760261218285	19.961204931026945
20	PyBDEI (psi)					0.0499533464048521	0.4745116190621039	0.213452735658054	0.6010461769216606	2.223028988591928	4.6848778813590615	20.01867886678493
20	PyBDEI (mu)					0.0496271699862989	0.475392056701309	0.2132100768363524	0.6029745625632146	2.2296885013844454	4.6902098382879975	20.150252377398893
21	PyBDEI (lambda)					0.0295924275826047	0.5649532010334002	0.1167363055517066	0.2288358702644586	4.839567248281319	8.566315297318232	33.79242872888973
21	PyBDEI (p)					0.0287653711108889	0.576268794771437	0.116568886598601	0.230756691362523	4.943590108703613	8.57861843909901	34.7640222038177
21	real	147.8340225		1.0	0.0	0.0294704721375339	0.5649532010334002	0.1165741065971485	0.230756691362523	4.846300928436362	8.578234302543313	33.93226940285051
21	PyBDEI (psi)					0.0287638899554723	0.5770614744584509	0.1165741065971485	0.2299160133445098	4.950168534875703	8.57823430254331	34.76581232747166
21	PyBDEI (mu)					0.0294704721375339	0.5752636073774171	0.1190310073820775	0.2242913267520671	4.832888673544356	8.401172282698582	33.9322694028504
22	PyBDEI (psi)					0.6521406700952854	0.1943384617844175	0.1648242516504737	0.3677736916491535	1.179064730089184	6.067068346960249	1.533411495182302
22	PyBDEI (p)					0.6614892667867492	0.1958755977312694	0.1664685605072142	0.360060548741338	1.1766521986761622	6.0071403089754165	1.5117403262755884
22	PyBDEI (lambda)					0.6511087274880885	0.1900801378953291	0.160686043314419	0.3822007928839522	1.1829287346592623	6.2233158485536375	1.535841799967724
22	real	453.9714114		1.0	0.0	0.6634482255057563	0.1900801378953291	0.1648242516504737	0.360060548741338	1.153229188010591	6.0670683469602515	1.5072766216801399
22	PyBDEI (mu)					0.6634482255057563	0.1792906023174015	0.150461838592642	0.4188171816579799	1.1916018306994778	6.646203511492267	1.50727662168014
23	PyBDEI (psi)					0.0299263382207615	0.4849017416413353	0.1160298745298559	0.3577273503598254	4.179111143626757	8.61847006257589	33.415381214472944
